Name;Description;Link;Full Content;Who can apply;What to expect;How to apply;Contact;Source URL
Legal Clinics for Community Organisations;Pro Bono SG UEN No. 201700430E is a registered charity with the status of Institution of a Public Character and a company limited by guarantee. It started as a department within The Law Society of Singapore and later became Law Society Pro Bono Services. Since 2007 weve expanded our legal initiatives and programs helping close to 150000 people with legal awareness guidance and representation.;httpswww.sgsocialsupport.comresource2xENwLQP8Cp;No Content Found;Local or international community organisations charities nonprofit organisations and social enterprises in Singapore seeking legal guidance on community matters or corporate nonlitigation issues can register for a free 45minute legal consultation.;Other than a consultation for legal guidance we also have other schemes and resources to help your organisation make sense of the law stay legally compliant and achieve good governance. Visit our YouTube page to watch recorded webinars on various topics that may be useful to your community organisation. If you require more legal assistance eligible community organisations in Singapore with an objective to meet community concerns or needs may be matched with Corporate Law e.g. advice on contracts with suppliers indemnity agreements for corporate sponsors drafting pledges for donors Employment Law e.g. drafting or reviewing employment contracts Intellectual Property Law e.g. advice on copyright data protection website use Property Law e.g. lease terms and Other legal matters not involving court litigation advice or representation. Law firms that provide pro bono legal advice andor services for corporate nonlitigation matterstransactions. If the match is successful the legal services include Successful applicants will work directly with the law firm assigned. All legal matters of the community organisation are handled in professional confidence by the volunteer law firm. Please write to us at AssistNPOs@probono.sg for more information.;Local or international community organisations charities nonprofit organisations and social enterprises in Singapore seeking legal guidance on community matters or corporate nonlitigation issues can register for a free 45minute legal consultation. EMAIL US;Pro Bono SG assistnpos@probono.sg;httpswww.sgsocialsupport.comresource2xENwLQP8Cp
Legal Clinics for Migrant Workers Pro Bono SG;Pro Bono SG UEN No. 201700430E is a registered charity with the status of Institution of a Public Character and a company limited by guarantee. It started as a department within The Law Society of Singapore and later became Law Society Pro Bono Services. Since 2007 they have expanded their legal initiatives and programs helping close to 150000 people with legal awareness guidance and representation.;httpswww.sgsocialsupport.comresourcehueNxb3NJ3x;No Content Found;If you want to sign up You must not have a lawyer or gotten legal advice on your problem. You must be a Ministry of Manpower Work Permit holder or ex work permit holder now holding a Special Pass. You can only ask about a Singapore law problem. It must be your own problem i.e. you are not asking for a friend family etc. You must be honest and cooperative .;The lawyer can talk to you about your problem but cannot help you go to Court. Pro Bono SG our volunteers and partners will not be responsible for any wrong information.;MIGRANT WORKER LEGAL CLINICS @ Angullia Mosque Location Angullia Mosque 265 Serangoon Rd Singapore 218099 DateTime2nd and 4th Sundays of every month 10am12.30pm starting 27 March 2022 Register online  httpsform.jotform.comProBonoSGMWLC You can also walk into Angullia Mosque during the legal clinic to register.                       . You may download the posters here for more information Bengali Tamil English.;Pro Bono SG Angullia Mosque 265 Serangoon Rd Singapore 218099 DateTime2nd and 4th Sundays of every month 10am12.30pm starting 27 March 2022 Website;httpswww.sgsocialsupport.comresourcehueNxb3NJ3x
Legal Representation for Criminal Charges Pro Bono SG;Facing a criminal charge and unable to afford a lawyer The Criminal Legal Aid Scheme CLAS can help you.;httpswww.sgsocialsupport.comresourceUJ4HBBcQP6a;No Content Found;You must already be charged or wish to filedefend an appeal in Court You must be facing the abovecovered offences You must not be currently represented by a lawyer You must pass our means and merits test Singaporeans and Permanent Residents should apply to the PDO but may be assigned subsequently to Pro Bono SG. Foreigners should apply directly to CLAS. Fill in the application form.;Please contact the organisation for more details.;Please complete the application form here to proceed. Before you apply please ensure that you Have been formally charged in a Singapore Court. CLAS will not accept your application if you have not been formally charged by the Court. Face charges covered by CLAS. Please refer to the above list or our website for the offences covered by CLAS. Do not have a lawyer representing you unless the lawyer has informed CLAS that they are willing to accept your case under CLAS. Kindly note that there will be a waiting time of 23 weeks for us to process your application. Copayment Applicants who pass both the Means and Merits Tests may still be required copay the cost of legal aid rendered. This sum will be quantified on an applicants means that will be assessed over the last 12 months. We will inform you of whether you qualify for CLAS completely or if copayment is need. Our Finance department will inform you of the copayment details by email.;Pro Bono SG clas@probono.sg Website;httpswww.sgsocialsupport.comresourceUJ4HBBcQP6a
Legal Representation for Matrimonial Issues Pro Bono SG;The Family Justice Support Scheme FJSS can help you with your family matters such as divorce family violence maintenance and childrenrelated issues.;httpswww.sgsocialsupport.comresourcexALXwufZSSN;No Content Found;You are A Singaporeans or Permanent Residents who have approached Legal Aid Bureau LAB and marginally failed their means test or A foreigner married to a Singaporean and has Singaporean childchildren You must pass our means and merits test . You may download the posters here for more information. English Bahasa Melayu Bahasa Indonesia Mandarin Tamil Thai and Vietnamese;Please contact the organisation for more details.;Please complete the application form here to proceed. For foreign spouses please use this form instead.;Pro Bono SG Website;httpswww.sgsocialsupport.comresourcexALXwufZSSN
Ministry of Law Legal Aid Bureau;LAB provides the following servicesLegal Advice LAB lawyers can give you oral advice on questions relating to Singapore law and suggest practical steps you may take in your case.Legal Assistance Drafting of Simple Legal Documents LAB can help you draft the followingWill a legal document by which a person expresses his wishes as to how his property will be distributed upon his death and the persons who will manage the distribution of such propertyDeed of Separation a legal document signed by a married couple stating their mutual decision to live separately before deciding on a divorce.Legal Aid LAB lawyers or a lawyer assigned by LAB can represent you in many kinds of civil proceedings as set out in the Legal Aid and Advice Act. These include proceedings before the Court of Appeal the High Court District Courts Magistrates Courts the Family Courts the Syariah Court and the Syariah Court Appeal Board and the Commissioner of Labour under the Work Injury Compensation Act.For more in depth information please visit the FAQ section;httpswww.sgsocialsupport.comresourcekS7Y6cXhX;No Content Found;Legal Aid is available to a Singapore citizens and permanent residents who are residing in Singapore b Citizens or residents of contracting states who are involved in applications under the Hague Convention on the Civil Aspects of International Child Abduction. For more information please refer to the Singapore Central Authoritys website here . If you are below the age of 21 your parent or guardian must apply for legal aid on your behalf. In respect of a person who lacks mental capacity the person seeking to be his Court appointed Deputy under the Mental Capacity Act must apply for legal aid on behalf of the mentally incapacitated person. A Deputy is a person appointed by the Court to make certain important decisions concerning the mentally incapacitated persons welfare property andor affairs. In addition a For Legal Advice and Assistance matters you must pass the Means Test . b For Legal Aid you must pass both the Means and Merits Test . NOTE The Director of Legal Aid may refuse legal aid even if the applicant has passed the Means and Merits tests if it appears to him unreasonable that the applicant should receive it in the particular circumstances of the case for example if there is a third party whose interests are aligned with the applicants who could afford to fund the litigation and who would also benefit from the litigation.;What services does LAB provide LAB provides the following services Legal Advice LAB lawyers can give you oral advice on questions relating to Singapore law and suggest practical steps you may take in your case. Legal Assistance Drafting of Simple Legal Documents LAB can help you draft the following Will a legal document by which a person expresses his wishes as to how his property will be distributed upon his death and the persons who will manage the distribution of such property Deed of Separation a legal document signed by a married couple stating their mutual decision to live separately before deciding on a divorce. Legal Aid LAB lawyers or a lawyer assigned by LAB can represent you in many kinds of civil proceedings as set out in the Legal Aid and Advice Act. These include proceedings before the Court of Appeal the High Court District Courts Magistrates Courts the Family Courts the Syariah Court and the Syariah Court Appeal Board and the Commissioner of Labour under the Work Injury Compensation Act. What types of cases are handled by LAB LAB can represent you in civil proceedings as set out in the Legal Aid and Advice Act. Examples of these civil cases include but are not limited to Divorce including divorces under the Administration of Muslim Law Act Variation or enforcement of Court orders on ancillary matters in a divorce e.g. maintenance of exwife and children division of assets Adoption Custody of children Monetary claims Appointment of a Deputy under the Mental Capacity Act Claims in tort e.g. compensation for injuries from accidents or medical negligence Estate matters including the application for a Grant of Letters of Administration or Probate which are documents authorising the personal representatives of a deceased person to deal with and distribute the deceased persons assets What types of cases are not handled by LAB Criminal Proceedings LAB does not handle criminal proceedings. If you require legal representation for your criminal proceedings you may check if you qualify for criminal defence aid under the Public Defenders Office PDO. You can find out more about criminal defence aid on httpspdo.mlaw.gov.sg . Certain Civil Proceedings LAB also does not handle certain civil proceedings including but not limited to the following Defamation cases Proceedings before the Small Claims Tribunal and the Tribunal for the Maintenance of Parents Mediation at the Tripartite Alliance for Dispute Management and proceedings before the Employment Claims Tribunal Generally LAB also does not handle proceedings in the Family Court for Maintenance and Personal Protection Orders where the opposing party is not legally represented unless there are exceptional circumstances for example the applicant is a vulnerable person e.g. disabled bedridden Are LABs services free 1. Do I have to pay for legal aid You do not have to pay for legal advice. You may be required as most legally aided persons are to pay a financial contribution to the Bureau for the work done for legal assistance or legal aid matters. The amount of the contribution depends on your income and assets the complexity of the case and the type of work done. 2. How much contribution will I be required to pay The total contribution usually does not exceed S1650 but it may be more in certain exceptional cases. You will usually be asked to pay a first contribution which is half the total contribution payable in your case before any work is done for your case. Upon completion of your case you will need to pay the remaining sum as a second contribution. 3. What should I do if I am unable to pay the contribution If you are unable to pay your contribution in full you must inform us immediately. You may request to pay your contribution in instalments. 4. What other charges might I be required to pay You are also required to pay for obtaining andor preparing various essential documents such as medical reports and opinions from experts other fees incurred e.g. for personal service of Court documents on the opposing party 5. How do I pay my contribution or other charges to LAB We will inform you on the various prevailing means on how to make payment in our letter to you. You are encouraged to make payment online via our eservices portal at httpseservices.mlaw.gov.sglabesvc . Please note that with effect from 7 April 2020 the Minlaw Services Centre will no longer accept cash payments. For ongoing payments GIRO deductions can be arranged. Please fill up this form and send it to us. 6. Will I have to pay the costs of the opposing party if I lose the case Costs of a case in Court include fees charges and other expenses of the winning party. Examples of expenses include hearing fees filing fees for court papers and photocopying charges. If legal aid is granted to you you will usually not be ordered by the Court to pay costs if you lose the case. However there may be situations in which the Court may order you to pay costs for example when the Court decides that you have obtained legal aid through fraud or misrepresentation or that you have acted improperly in the conduct of your Court proceedings. 7. Will I be paid any costs if I win the case If you win a case the Court may order costs to be paid by the opposing party. However this will be payable to the Director of Legal Aid. You will not receive any of these costs.;If you require legal aid assistance or advice you can either a Register your case online here . A step by step guide to apply online via our Applicant Portal is available here . Once you have registered successfully you will be required to attend at LAB within 3 working days after the date of registration . Or b Come to the Minlaw Services Centre. Please refer to our opening hours here . If you are a minor i.e. a person below 21 years of age your parent or guardian must apply on your behalf. Please bring the following documents with you on the day you come to apply for legal aid Your identity card IC or Valid Passport if you are a Permanent Resident PR Updated Personal andor Joint Account Bank Books or Statements Fixed Deposit Receipts andor any other Bankrelated investment information Your latest Central Depository CDP Account Statement if any and Any other documents relevant to your application such as Court Orders or Persoanl Protection Applications. If you do not have Singpass please also bring the following documents Your CPF Contribution History for the past 12 months or if you are 65 years and above your CPF Transaction History for the past 12 months Your latest Income Tax AssessmentIR8A form and Any property notices or letters in your IRAS MyTax Portal that shows the Annual Value of the property you own if it is not an HDB flat.;"Ministry of Law Services Centre   Leaflet  OneMap  contributors  Singapore Land Authority 45 Maxwell Road
0711 The URA Centre East Wing
 
S069118 Monday to Friday 830am to 500pm
Closed on Weekends  Public Holidays
To avoid the crowd members of the public may wish to visit the Services Centre between 830am to 11am. 1800 2255 529 Website";httpswww.sgsocialsupport.comresourcekS7Y6cXhX
Muslim Law Legal Clinic Service Singapore Council of Womens Organisations;The Singapore Council of Womens Organisations SCWO was established in 1980 as the National Coordinating body of womens organisations in Singapore. SCWO has more than 60 member organisations representing over 600000 women and it serves to unite them to work toward the ideals of Equal Space Equal Voice and Equal Worth for women in Singapore.We have experienced lawyers who are available to give legal advice and information pertaining to Family Law to individuals who are unable to afford basic legal services. Legal clinic is open to all residing in Singapore with an income cap criterion. For Muslim clients Syariah law legal clinics are held on the 3rd Monday of each month.;httpswww.sgsocialsupport.comresource5rfKSTWcntD;No Content Found;Open to all women residing in Singapore.;Our volunteer lawyers can only provide general guidance on the query. Each consultation is limited to 20 minutes. Our volunteer lawyers cannot and will not represent or act on the Applicants behalf outside of the legal clinic. SCWO has the right to refuse cancel or suspend our services to the Applicant at our sole discretion at any time. All cases are kept strictly confidential. While the lawyers are unable to represent clients outside of these sessions we do assess each case and refer them to probono legal aid services if eligible.;To register for an appointment kindly complete the registration form here  MSC will assess your application and get back to you on your eligibility within 35 working days. For further enquiries please contact us at 6571 01845 or msc@scwo.org.sg .;"SCWO Muslim Law Clinic   Leaflet  OneMap  contributors  Singapore Land Authority SCWO Centre. 96 Waterloo Street Singapore 
S187967 Mon  Fri 9.00am  5.00pm 6571 0184 6571 0185 msc@scwo.org.sg Website";httpswww.sgsocialsupport.comresource5rfKSTWcntD
Onsite Legal Clinic OSLAS  Community Justice Centre;The Community Justice Centre CJC is a community partnership between the public sector the philanthropic sector and the legal profession rendering assistance to LitigantsinPerson LiPs in need.Strategically located within the State Courts and supported by many lawyers the Onsite Legal Advice Scheme provides immediate basic legal advice and directions to LiPs for their legal issues. Available at no cost to all selfrepresented parties this scheme goes a long way in empowering a LiPnbspto make more informed decisions aboutnbsphishernbspcase.;httpswww.sgsocialsupport.comresource7NyYPmUvfM;No Content Found;This oneoff 20minute free legal guidance is available  to those who are seeking legal advice on a specific subject matter for the first time and is confined to legal issues not relating to commercial corporate business;Please contact the organisation for more details.;Limited slots are available daily on a firstcome firstserved basis. No appointment is required and is subjected to the availability of slots. Please bring along a copy of your ID for registration of the session and any other documents relevant to your legal issue. Visitors of HELP Centre at B1 are to take a queue number from the ticketissuing machine at Level 1 Information Counter of the State Courts. For bankruptcy matters the specialised bankruptcy legal clinic at the Supreme Court is available every Thursday except Public Holidays PHs and eve of some PHs with effect from 17 November 2022  at the following hours The Supreme Court Service Hub 1 Supreme Court Lane Singapore 178879 Every Thursday AM Session 1000am  12.30pm PM Session 130pm  400pm;"Community Justice Centre   Leaflet  OneMap  contributors  Singapore Land Authority The Supreme Court Service Hub
1 Supreme Court Lane 
S178879 Every Thursday
AM Session 1000am  12.30pm
PM Session 130pm  400pm The OSLAS Community Justice Centre   Leaflet  OneMap  contributors  Singapore Land Authority Basement 1 of the State Courts Towers
1 Havelock Square 
S059724 The OSLAS is available on all weekdays except Public Holidays PHs and eve of some PHs at the following hours
Monday  Friday
AM Session 1000am  12.30pm
PM Session 130pm  400pm Website";httpswww.sgsocialsupport.comresource7NyYPmUvfM
PPIS Legal Consultation;PPIS Legal Consultation will offer complimentary legal aid and referrals as well as legal awareness and education to women of all races and religions. Our aim is to build a resilient community where women are empowered by their legal rights and have equal access to legal opinion. There will be two core services under PPIS Legal Consultation i.e. Legal Consult and Legal Awareness amp Education.1. Legal ConsultVolunteer lawyers will be onhand to offer advice solutions and referrals. Women needing legal consultancy may schedule an appointment with a volunteer lawyer. Each session is capped at 20 minutes and held fortnightly on Wednesdays from 7.30 pm to 9.00 pm. All consultations are via appointment only and appointments are to be made via the online Registration Form.nbsp2. Legal Awareness amp EducationWe also offer Legal Awareness amp Education to empower women with legal knowledge. It will constitute of but not limited to public education talks seminars learning circles as well as provision of legal information or resources. These will be conducted monthly and held in partnership with relevant partners who share the same vision as us;httpswww.sgsocialsupport.comresourceuX3tZXexDsq;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"PPIS Legal Consultation   Leaflet  OneMap  contributors  Singapore Land Authority 1 Eunos Crescent 012509 
S400001 Operating Hours Legal Consult

Day Fortnightly on Wednesdays
Time 7.30 to 9.00 pm

Note All consultations are byappointment only and limited to a 20minutes session. 6744 0258 red@ppis.sg Website";httpswww.sgsocialsupport.comresourceuX3tZXexDsq
Primary Justice Project PJP  Community Justice Centre;If I am facinga Civil claims below 60000b Divorce matters with most ancillary matters close to settlementc Harassment cases and neighbour disputesThe PJP aims to provide you with affordable and effective solutions by exploring possibilities of an amicable settlement to your legal issues before taking legal action in court which can be very costly. This scheme provides you with a lawyer who will render you basic legal advice and facilitate settlement of your dispute. He or she may also suggest other dispute resolution methods such as referring both parties to a third party mediator. This scheme is provided at a fixed fee of 1800 excluding GST and other disbursements capped at 6 hours which is broken down into 2 stages1st Stage  Legal ConsultationLegal Fee300 subject to GSTCJC administrative fee100 nonrefundable once processed2nd Stage if applicableLegal Fee1500 subject to GST capped at 5 hoursIncludes disbursements. HowevernbspDoes not include costs and disbursements payable to an ADR service provider e.g. mediation providerDoes not include stamp fees and other fees payable to third partiesFor legal services which extend beyond the scope of the PJP scheme the legal fees payable may be agreed privately between the lawyer and the client.If I am chargedThe PJP aims to help you to better understand the nature and consequences of entering a plea be it to plead guilty or to claim trial. Depending on the plea you may choose eithera The Criminal Case Management System CCMS Criminal Case Resolution CCR A lawyer will help you make at least one 1 round of representation to the prosecution to explore the key issues in dispute or to engage in plea bargaining at a fixed fee of S1000 excluding GST for 3 hours of legal services.To qualify for this scheme your annual disposable income must not exceed S12 000.ORb The EGuided Mitigation Plea A selfhelp option to draft your own mitigation plea via the CJCs Automated Court Documents Assembly ACDA system and have it reviewed by a lawyer at a fixed fee of 400 excluding GST during the 1hour legal consultation.;httpswww.sgsocialsupport.comresourcePZv4QBUcNNE;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Community Justice Centre help@cjc.org.sg Website;httpswww.sgsocialsupport.comresourcePZv4QBUcNNE
Pro Bono SG;"If youre facing legal issues and have never sought legal advice or cant afford a lawyer you can schedule a free basic legal guidance appointment at our online or selected physical clinics. The clinics are open from Monday to Friday excluding public holidays and eves. You can find the location of physical clinics on the map below. During the appointment youll receive oneonone legal guidance for 20 minutes.
You must register before scheduling an appointment at our legal clinics.";httpswww.sgsocialsupport.comresourcefJNDRvDvbqU;No Content Found;You may register for a free 20minute CLC legal consultation if you have not already received advice from a lawyer you are receiving advice for your own matter and not on behalf of someone else and your matter is not related to your business but is for a personal legal issue;"You are required to provide basic information at the point of registration Personal details
Name
NRIC
Citizenship
Date of Birth
Marital Status
Income
Residential Address
Contact Information Any relevant court dates and deadlines  e.g. hearing dates The name of any adverse party e.g. employer spouse landlord tenant etc Dates of any agreements contracts and duration of events such as
Length of marriage
Dates of employment
Number of months in default 5.The Factual background of the issue such as
Amount of debtloan
Damagesinjuries suffered
Type of property  ownership e.g. HDB jointly owned A detailed description of issue For Divorce matters
The number of children
Custody arrangements
Maintenance agreements
Division of matrimonial assets
Details of how each party has contributed to the household
If it is a Muslim marriage.
If either or both spouses are foreigners or have spent time overseas please also include citizenship and visa status where you got married where they have lived since then and whether they have been living together continuously as well as how long each has lived in Singapore. You may also be required to provide
Copies of contracts agreements correspondence and written evidence.
Copies of Writs served court orders made and police reports. After registering an appointment will be arranged for you to meet one of our lawyers at a legal clinic.  Please be prepared that there may be a 1 to 2week waiting time so do have alternative dates in mind when arranging an appointment.";You must register before scheduling an appointment at our legal clinics. To register please fill out the registration form below Register Here;"Central Singapore CDC   Leaflet  OneMap  contributors  Singapore Land Authority 490 Lorong 6 Toa Payoh 0711 HDB Hub Via Biz Three Lift Lobby 1 
S310490 1st  3rd Thursdays 700 pm  900 pm Website North East CDC Currently Virtual Only 1st Fridays 730 pm  930 pm Website North West CDC   Leaflet  OneMap  contributors  Singapore Land Authority 900 South Woodlands Drive 0601 Woodlands Civic Centre 
S730900 1st  3rd Mondays 730 pm  930 pm Website South East CDC   Leaflet  OneMap  contributors  Singapore Land Authority Geylang Wisma Serai 1 Engku Aman Turn 0302 
S408528 1st  3rd Tuesdays 700 pm  900 pm Website South West CDC   Leaflet  OneMap  contributors  Singapore Land Authority The JTC Summit 8 Jurong Town Hall Road 2606 
S609434 1st  3rd Wednesdays 700 pm  900 pm Website";httpswww.sgsocialsupport.comresourcefJNDRvDvbqU
