Name;Description;Link;Full Content;Who can apply;What to expect;How to apply;Contact;Source URL
Integrated Programme ExtraOrdinary People;"The Integrated Programme offered by ExtraOrdinary People provides children and young adults a safe and creative environment to develop essential life skills that prepare them for employment or social engagement opportunities.
The program empowers individuals to learn explore their curiosities and build confidence through Art Music and Movement. Our collaborative multidisciplinary group approach has yielded even greater results.
Participants in our Integrated Programme will have access to classes that engage them through Art and Dance amp Movement.

Art allows our participants to express themselves and gives them a voice to communicate their feelings. Artistic activities can also help improve your childs selfesteem and selfawareness.
Dance amp Movement instils steadiness and flexibility while increasing muscle strength and balance. It helps participants achieve physical milestones and improve their ability to follow directions and handeye coordination.

Your child will be part of a group of youth guided by SPEDtrained instructors within our Centre. Participants who need more focus and training may initially be placed in a onetoone setting until they have acquired adequate skills to be part of a small social group.
Learning through purposeful play can foster a sense of curiosity improve problemsolving abilities and enhance social interaction skills. It also facilitates the development of necessary cognitive emotional and social abilities while encouraging a positive and enjoyable learning experience.
With time and a rightfit approach your child will develop their full potential in ExtraOrdinary Peoples Integrated Programme and discover their strengths cultivating deeper interests.
ExtraOrdinary Peoples Integrated Programme sets the stage for your child to develop their talent further and be nurtured by our Creative Lab team where skills can be used for vocations creative careers or various forms of selfexpression.";httpswww.sgsocialsupport.comresourcermwJcKcvSZp;No Content Found;We welcome persons with disabilities from ages seven and above. Participants are expected to be capable of basic selfcare and should not engage in selfharming behaviours. Additionally they should be able to follow simple instructions from our therapists.;Please contact the organisation for more details.;If you are seeking an environment rich in interaction and art nurturing for your child get in touch with us at ExtraOrdinary People.;"Integrated Programme ExtraOrdinary People   Leaflet  OneMap  contributors  Singapore Land Authority 7500A Beach Road
01313
The Plaza Block A 
S199591 6286 5088 contact@extraordinarypeople.sg Website";httpswww.sgsocialsupport.comresourcermwJcKcvSZp
IT Literacy Daughters of Tomorrow;DOTs IT Literacy Program is in line with our vision to empower our women to be financially independent by equipping them with basic computer skills so that they are better qualified to apply for jobs and better prepared for the workforce.DOT offers Basic and Advanced IT Literacy programs throughout the year.nbspLadies who are keen to attend this program may sign up with your case worker or emailnbspBeJobReady2@DaughtersOfTomorrow.orgnbspfor enquiries.;httpswww.sgsocialsupport.comresourceyKSrgyExfU;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;IT Literacy Daughters of Tomorrow BeJobReady2@DaughtersOfTomorrow.org Website;httpswww.sgsocialsupport.comresourceyKSrgyExfU
Micro Business Programme AMP Singapore;The Micro Business Programme which was introduced in 2005 aims to equip individuals from less privileged households with trade business and IT skills to start a homebased business as an alternative source of income for the household.Grants are also awarded to those who have a viable and sustainable home business model.Through AMPs partnership with SME Centre@SMCCI participants of the programme are able to benefit from their wide range of services such as business advisory and business diagnosis in the areas of business and IT processes throughout the different phases of the programme.Programme DetailsProgramme CycleRegistrationOrientation  InterviewAssessment amp SelectionTrade Skill TrainingBusiness Skill TrainingCapital Grant Assessment  ReviewMentoring amp MonitoringTrade Skills Training Courses offeredBeauty amp WellnessFood BusinessSewingWedding Crafts amp AccessoriesBusiness Skills amp IT Training Courses offeredBusiness WorkshopGroup Business MentoringICT for Business amp Social Media Marketing New Offering  optional modules Digital Marketing Video Editing and Creating Your Own Online Store;httpswww.sgsocialsupport.comresourcear37EmcBqda;No Content Found;The Micro Business Programme is open to individuals who meet the following eligibility criteria Singapore Citizen or Singapore Permanent Resident with SC household members Household income of 4000 and below  per capita of 1000 Able to read and write simple English Possess basic skill  experience in the trade skill chosen Possess basic IT literacy skills;Please contact the organisation for more details.;Registration for the 2023 intake is now OPEN . Registration Fee For gross per capita income 700 and below 200 For gross per capita income of 701 to 1000 300 After 70 AMP Funding For further enquiries about the programme contact Ms Mariam at 6416 1426 or email mariam@amp.org.sg .;"Ms Mariam   Leaflet  OneMap  contributors  Singapore Land Authority 1 Pasir Ris Drive 4 0511 
S519457 6416 1426 mariam@amp.org.sg Website";httpswww.sgsocialsupport.comresourcear37EmcBqda
Programmes  Training ABLE;Our programmes and training services are aimed at providing an avenue for clients to reintegrate into the community. Art and Music Therapy befriending training and sports programmes like Swimming and Pilates are targeted at leisure exploration and reengagement. These services also support clients rehabilitation by allowing them to practice the skills they learnt in therapy in a group setting. Our SociABLE programme is a daily social interaction programme revolving around individual and group activities. SociABLE encourages clients to build their confidence by practising their independent living skills in a supported environment.;httpswww.sgsocialsupport.comresourcebqeCdmCb6Mq;No Content Found;Please contact the organisation for more details.;Programmes Our team journeys with clients to help them reintegrate into the community. Through programmes like Swimming Cooking Art Therapy Music Therapy Befriending and regular outings clients are given the opportunity to discover new skills and explore activities they have never done before. Such activities are done to empower clients to live and care for themselves with dignity. Clients are also free to interact with one another to gain confidence in their social skills. These programmes ultimately help clients transition from therapy to independent living. Training This is an individualised and clientcentric intervention programme created after consultation with the client. The multidisciplinary team adopts a holistic and transdisciplinary approach towards the clients ReturntoWork journey. Clients training needs are identified and training is provided to bridge any skills or knowledge gaps to their chosen vocations. The team is also involved in job exploration development of commutingforwork options specific workplace modifications or work redesign and reducing other barriers for return to work.;To apply for ABLEs programmes please download the registration form and submit the completed form by email to enquiries@ablesg.org .;"ABLE   Leaflet  OneMap  contributors  Singapore Land Authority 7A Lorong 8 Toa Payoh 0209 Agape Village 
S319264 6801 7460 enquiries@ablesg.org Website";httpswww.sgsocialsupport.comresourcebqeCdmCb6Mq
Project Dignity;"Our microenterprise model provides caregivers and young adults with special needs the ability to start small businesses. Through a steady supply of a zerocost product the kiosks are a powerful and sustainable way for young adults with special needs to gain basic entrepreneurial skills with supportive caregivers. 
Since day one our mission has been to restore dignity to the differentlyabled and disadvantaged through vocation with passion. We provide sponsored training for unemployed adults with special needs and place them with our employment partners within the FampB hospitality and retail sectors. We also hire some of our graduates at our food court and book retail stores.
All four ventures are aimed at strengthening our capabilities in skills training placement and employment within the FampB and retail sector as well as achieving greater integration and inclusion. Dignity Learn an inclusive training centre provides WSQ and SkillsFuture eligible hawker culinary courses for the public. We also run a 22day TrainandPlace programme for adults with special needs seeking employment. Dignity Kitchen is where we operate an airconditioned food court as well as food delivery service.
Currently situated in 69 Boon Keng Road the 7 stalls are manned by the differentlyabled and disadvantaged. We provide lunch treats for the elderly from nursing homes across Singapore every day.
Dignity Mama stores are retail book stores selling upcycled unwanted books. They are located in local hospitals and are managed by caregivers together with young adults with special needs.
Dignity Outreach combines team bonding with impact offering corporate and government entities an avenue to engage in corporate citizenship while achieving team building objectives. At the same time it accelerates our goal of social inclusion and integration with marginalised communities.
Our profits are channeled back into the TrainandPlace programme as well as lunch treats on days there are no sponsors. The rest are invested in solutions that enable us to provide better services as well as reduce operational costs.";httpswww.sgsocialsupport.comresourcetqhzrSn4skr;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Project Dignity 69 Boon Keng Road Singapore 339772 Monday  Friday 900am  530pm 8189 7678 enquiry@projectdignity.sg Website;httpswww.sgsocialsupport.comresourcetqhzrSn4skr
Seeds by Be Kind SG;Seeds by Be Kind SG pilot aims to provide young adults with special needs and their caregivers equal opportunities to participate fully in life and provide a sense of purpose and meaning. Through our program Nurture Potentials amp Embrace Strengths we expose them to a variety of ageappropriate art and life skill lessons to explore their hidden potentials and strengths. Eventually some of our youths will be empowered to have their own line of products that we will help to market and sell giving them some income and microbusiness opportunities. This program also supports their caregivers to explore their aspirations and improve their mental wellbeing.;httpswww.sgsocialsupport.comresourceXXSsYe6vghd;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Be Kind SG Website;httpswww.sgsocialsupport.comresourceXXSsYe6vghd
Sheltered Workshop Programme Bizlink;This programme provides a conducive onthejob training environment specifically designed to develop work and social skills of Persons with Disabilities PWDs and prepare them for gradual transition into employment.Program includes the following componentsOnthejob trainingWork opportunities in social enterprisesSalary package that includes CPFVocational training plans tailored to individual needsAdditional CriteriaHave work capability or basic form of work conceptApplicants will be assessed by our vocational assessment team for eligibility and suitability.;httpswww.sgsocialsupport.comresourcev5g3GLJKuv;No Content Found;Must be a Singapore Citizen or Permanent Resident For Permanent Residents at least one immediate family member must be a Singapore Citizen. Immediate family member refers to spouses parents children of the applicant including stepparents and stepchildren. Have a permanent disability Including PhysicalIntellectual with IQ less than 70 DevelopmentalHearing ImpairmentVisual From the age of 18 years and above;Please contact the organisation for more details.;;"Bizlink   Leaflet  OneMap  contributors  Singapore Land Authority Blk 512 0109 Chai Chee Lane Mapletree Industrial Estate 
S469028 6449 5652 vad@bizlink.org.sg Website";httpswww.sgsocialsupport.comresourcev5g3GLJKuv
Singapore Anglican Community Services Integrated Employment Services;For young to middleaged clients with mental health conditions a vital component of reintegrating to community involves holding steady employment so that they can be financially independent and have a sense of selfworth. Singapore Anglican Community Services provides a wide range of employment services to develop clients potential and help them gain and sustain employment in the competitive job market.nbspWork Integrated Skills Training WISTnbspWIST is a 6week Monday to Friday halfday program designed to prepare clients for employment and community integration with essential skills and knowledge for the workforce. The three domains of learning are Personal Effectiveness e.g. conflict resolution Wellness Management e.g. stress management and Employability Skills e.g. job interview skills. Through interactive training and team activities these topics are facilitated by inhouse trainers and peer specialists who are present to provide lived experiences in a warm support and positive learning environment.To register for WIST course pleasenbspclick herenbspto download the registration form.nbspEmployment Internship Programme EIPInternship placement for clients where onsite job coaching is provided and collaborate with employers to design work function that utilises the strengths of clients and minimise stigmatisation.nbspEmployment Support Services ESSJob matching and placement services for clients where sustainable employment goals are created to facilitate their transit back into the workforce. Job support services are provided for clients who are already in the workforce.;httpswww.sgsocialsupport.comresourceNWNcXDumxs;No Content Found;Admission Criteria Singaporean  PR between 21 to 60 years old Currently unemployed motivated and wanted to work Currently employed and would like to receive employment support Certified fit to work both physically and psychologically With no suicide attempts and selfharm acts within the last three 3 months Has no substance or alcohol abuse issues Not suffering from any communicable disease Not diagnosed with mental retardation;Please contact the organisation for more details.;Interested party may approach their Psychiatrist  Medical Social Worker to fill up a referral form which can be downloaded here . Please send the completed form to us at ies@sacs.org.sg or fax it to us at 6812 9601. Upon receipt of the referral form our Rehabilitation Counsellor will contact the individual for an Intake Assessment.;"Integrated Employment Services   Leaflet  OneMap  contributors  Singapore Land Authority 10 Simei Street 3
 
S529897 6812 9600 ies@sacs.org.sg Website";httpswww.sgsocialsupport.comresourceNWNcXDumxs
Singapore Association for Mental Health MINDSET Learning Hub;MINDSET Learning Hub MLH is a collaboration between the Jardine Matheson Group of companies MINDSET Care Limited and the Singapore Association for Mental Health SAMH. MLH aims to provide training and employment placement in industries such as cleaning food and beverage and retail for PersonsInRecovery.;httpswww.sgsocialsupport.comresource8Qmhtd5LuSc;No Content Found;PersonsInRecovery and PersonsAtRisk of developing mental health related conditions who are seeking skills training and gainful employment opportunities.;Together with SAMH trainers and external training partners this programme offers courses in Environmental Cleaning Food  Beverage Retail and Customer Service Integrated Care Communication and Soft Skills Employability and Job Readiness Illness and Stress Management and more..;To register or find out more contact us at SAMH MINDSET Learning Hub Blk 257 Jurong East Street 24 01405 Singapore 600257 T 65 6665 9220 E mindsetLH@samhealth.org.sg Opening Hours Mondays to Fridays except public holidays 9am  5pm Saturdays 9am  12pm Download referral form here;"SAMH MINDSET Learning Hub   Leaflet  OneMap  contributors  Singapore Land Authority Blk 257 Jurong East Street 24
01405 
S600257 Mondays to Fridays except public holidays 9am  5pm
Saturdays 9am  12pm 6665 9220 mindsetLH@samhealth.org.sg Website";httpswww.sgsocialsupport.comresource8Qmhtd5LuSc
Skills Development and Job Placement Singapore Association of the Visually Handicapped;SAVH provides various skills training courses to prepare and equip the visually handicapped for employment or general upgrading so that they could better integrate with the community.Skills Training includeIT SkillsTelemarketingMassage TrainingLearning to Play Musical InstrumentsArt and Craft;httpswww.sgsocialsupport.comresourceYfnmUL7Sse;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact us at 6251 4331 ext 702 job placement or 704 skills development.;Singapore Association of the Visually Handicapped 6251 4331 enquiries@savh.org.sg Website;httpswww.sgsocialsupport.comresourceYfnmUL7Sse
The ONE Livelihood Fund;The fund promotes livelihoods selfreliance entrepreneurship and training to reduce inequalities and foster wellbeing for vulnerable individuals and families in Singapore. Many lowincome Singaporean families also require flexible working arrangements as they must care for children and aged parents at home. The ONE Livelihoods Fund supports Decent Work by providing support to lowincome workers and vulnerable families in Singapore enabling them to earn their own livelihood or obtain betterpaying employment.;httpswww.sgsocialsupport.comresourcetbJw6SkPDPZ;No Content Found;Please contact the organisation for more details.;Provision of new ebikes for delivery workers or those entering the trade Ebike repair for delivery personnel Training and course fees programmes not covered by existing government grants Equipment for homebased businesses;Do you have a Google Account If so pls use this link to submit your online application. If you dont have a Google account dont worry Please click this link to apply . Are you having trouble with the online form Please email us to request a Word document.;"The ONE Livelihood Fund   Leaflet  OneMap  contributors  Singapore Land Authority 218 Pandan Loop 
S128408 info@onesingapore.org Website";httpswww.sgsocialsupport.comresourcetbJw6SkPDPZ
Workforce Singapore Careers Connect;Careers Connect Meet with a Career Ambassador On your first meeting your friendly Career Ambassador will help you byUnderstanding your employment situation and career goalsProviding basic career adviceSharing career resources that provide insights on effective job search strategies and tips on how you can progress in your careerRecommending career related workshopsReferring you to a Career Coach if you need more supportMeet with a Career Coach Your assigned Career Coach will provide customised career guidance and journey with you through the following stagesDiscover Your Career Coach will seek to understand your employment situation guide you to identify your career goals values interests personality and skills.Explore Your Career Coach will guide you to identify potential jobs its requirements and suitable programmes that can support you to achieve your goals.Plan Together with your Career Coach you will chart an action plan with the advice and steps needed to achieve your goals.Act Work on your action plan. Attending workshops is one greate way to improve your job search skills and establish connections with potential employers. You will be in regular contact with your career coach for dedicated 11 support.For full list of locationsCareer Matching Providers By Appointment OnlyEligibility criteria applies  only unemployed and eligible jobseekers who have been actively searching for jobs or have been made redundantretrenched may be assigned to Career Matching Providers for consultation services.Register your interest here.;httpswww.sgsocialsupport.comresourceJXGqy33qEPN;No Content Found;"FOR CAREER MATCHING ONLY
Only unemployed and eligible jobseekers who have been actively searching for jobs or have been made redundantretrenched may be assigned to Career Matching Providers for consultation services. Careers connect is open to all Singaporeans and PR.";Please contact the organisation for more details.;Book an appointment for CAREERS CONNECT here Book an appointment for CAREER MATCHING here;"Careers Connect Lifelong Learning Institute Monday  Friday   900am  500pm
Saturday                900am  100pm
Sunday  Public Holiday Closed
eLobby 700am  1000pm daily except Public Holidays 6883 5885 Website Careers Connect Our Tampines Hub   Leaflet  OneMap  contributors  Singapore Land Authority 1 Tampines Walk
0121 
S528523 Monday  Friday   900am  500pm
Saturday                900am  100pm
Sunday  Public Holiday Closed 6883 5885 Website Careers Connect Woodlands Civic Centre   Leaflet  OneMap  contributors  Singapore Land Authority 900 South Woodlands Drive
0407
Woodlands Civic Centre 
S730900 Monday  Friday   900am  500pm
Saturday               900am  100pm
Sunday  Public Holiday Closed 6883 5885 Website";httpswww.sgsocialsupport.comresourceJXGqy33qEPN
