Name;Description;Link;Full Content;Who can apply;What to expect;How to apply;Contact;Source URL
Gift From The Heart HEB;The Hindu Endowments Board provides food rations to Hindu families in need through its assistance programme Gift from the Heart. The programme was first launched to assist families in financial difficulties to tide over the 2009 economic downturn. Food rations are packed and distributed through HEBAshram an institution of public character IPC managed by the Board. Beneficiaries are identified through Hindu temples.The Board welcomes donors and benefactors who wish to be a part of this community initiative.;httpswww.sgsocialsupport.comresource8K79LSexDc;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Download Criteria Form DOWNLOAD APPLICATION FORM Hardcopies of the application form are available at the following HEB Temple counters 1. Sri Srinivasa Perumal Temple Serangoon Road 2. Sri Mariamman Temple South Bridge Road 3. Sri Sivan Temple Geylang East 4. Sri Vairavimada Kaliamman Temple Toa Payoh;"HEBAshram   Leaflet  OneMap  contributors  Singapore Land Authority 30 Durban Road 
S759642 6753 9730 enquiries@hebashram.org.sg Website";httpswww.sgsocialsupport.comresource8K79LSexDc
KembanganChai Chees Daily Free Meals KembanganChai Chee PA;;httpswww.sgsocialsupport.comresource6dLrABfHBJ;No Content Found;Resident must be a Singaporean Citizen or Permanent Resident and reside within KembanganChai Chee;Packet of cooked meals daily number of packets will be determined by the family size or if beneficiary requires dinner;To approach Kampong Ubi CC or your GRLs for assistance;"KembanganChai Chee PA   Leaflet  OneMap  contributors  Singapore Land Authority 10 Jalan Ubi 
S409075 1000AM  600PM Closed on Public Holidays 6745 9919 Website";httpswww.sgsocialsupport.comresource6dLrABfHBJ
Krsnas Free Meals;Krsnas Free Meals previously Krishnas Kitchen is a soup kitchen in Singapore run by likeminded volunteers who are compassionate and determined to serve those in need. Krsnas Free Meals serves free breakfast and lunch daily. To date we have distributed over 400000 meals. We are aided by enthusiastic volunteers who tirelessly help cut vegetables clean our premises and serve the food. We spread love through food and take pride in serving food akin to a homecooked meal.;httpswww.sgsocialsupport.comresourcesT7C6j6nDz7;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Krsnas Free Meals   Leaflet  OneMap  contributors  Singapore Land Authority 16 Veerasamy Rd 
S207324 630am  9am  11am to 230pm 6909 7730 admin@krsnasfreemeals.org Website";httpswww.sgsocialsupport.comresourcesT7C6j6nDz7
Meals on Us Loving Hearts Multi Service Centre;Through the MOU meal vouchers wenbsp provide daily hot meals for residents in need.nbspThese residents include vulnerable seniors and needy individuals and families.This service is only available to residents of Yuhua and some parts of Jurong East.;httpswww.sgsocialsupport.comresourceGJrrCrVZhX;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Meals on Us Loving Hearts Multi Service Centre   Leaflet  OneMap  contributors  Singapore Land Authority BLK 210 Jurong East Street 21 01389 
S600210 6897 4766 hello@lovingheart.org.sg Website";httpswww.sgsocialsupport.comresourceGJrrCrVZhX
Meals on Wheels AIC;The service provides meal deliveries to homebound clients who are unable to buy and prepare their own meals and do not have a caregiver to help them to do so.;httpswww.sgsocialsupport.comresourceuKB6E73BzQS;No Content Found;Please contact the organisation for more details.;"Services Provided Services include
Meal Delivery Lunch and dinner 7 days a week including public holidays Lunch delivery 11am  1pm Dinner delivery 4pm  7pm Service Areas Islandwide
Catering to Dietary Requirements Halal NonHalal Vegetarian or Special Diets eg. blended soft food";Please approach the doctor at the hospital or polyclinic that your loved one visits for assistance to submit an online application for the service. Alternatively you may visit an AIC Link near you for assistance on the application process. httpswww.aic.sgaboutusaiclinklocations For eligible clients the service will cost approximately between 4.90 and 7 per meal before subsidies. Subsidies are available depending on the means test results. You may also visit the Ecare Locator to ask service providers for more details on their costs and services.;Agency of Integrated Care AIC Website;httpswww.sgsocialsupport.comresourceuKB6E73BzQS
Meals on Wheels Sunlove Abode For Intellectually Infirmed;The programme started in 1997 for the purpose of providing accessible and affordable services to assist the frail and homebound elderly.;httpswww.sgsocialsupport.comresourceMucDstvUjGx;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Sunlove Abode For Intellectually Infirmed   Leaflet  OneMap  contributors  Singapore Land Authority 70 Buangkok View 
S534190 6386 9312 6387 3593 sunlovehq@sunlove.org.sg Website";httpswww.sgsocialsupport.comresourceMucDstvUjGx
MealsOnWheels  YWCA;"Nutritious Meals for our Beneficiaries
The YWCA MealsonWheels MoW is a meals programme running since August 1997. We serve 3 core groups

Children between the ages of 512 years from lowincome families
Senior citizens aged 60 and above who are needy frail and homebound
The physically and mentally disabled between the ages of 1359 years

This initiative aims to provide two nutritious meals daily for our struggling children seniors and disabled members in the community so they do not go to bed hungry.
The meals we provide are free nutritious and halal. We deliver to residential homes or our partnering agencies daily from Monday Friday excluding public holidays.
This programme serves those in the Outram area along the westbound MRT line that includes Chinatown Tiong Bahru Redhill Queenstown and Commonwealth. For MealsonWheels Children our service boundary ends at Jurong East.";httpswww.sgsocialsupport.comresourcehbhwB8t4csX;No Content Found;Childern Singapore Citizen or Permanent Resident Regardless of race religion or gender The child must be at least 5 years old and not older than 12 years old Total household income should be less than 3000 per month or less than 750 per capita per person per household. SeniorsDisabled Singapore Citizen or Permanent Resident Regardless of race religion or gender Mentallyphysically disabled or otherwise incapacitated must be at least 13 years old and not older than 59 years old Elderly must be at least 60 years and above and are frail needy andor homebound Total household income should be less than 1900 per month or less than 800 per capita per person per household.;Please contact the organisation for more details.;Contact your nearest Family Service CentreSocial Service Centre to request for a social worker who will apply on your behalf. Social Worker to contact our programmeincharge at csp@ywca.org.sg who will advise on the submission of supporting documents.;"Young Womens Christian Association   Leaflet  OneMap  contributors  Singapore Land Authority 254 Outram Road 
S169051 6223 1227 csp@ywca.org.sg Website";httpswww.sgsocialsupport.comresourcehbhwB8t4csX
MealsOnWheels Assistance Sunshine Welfare Action Mission;Home Help ServicesSWAMI Homes social care team is passionate about doing everything to keep clients independent and at home. An influential and forwardthinking home care and disability service provider our dedicated and passionate team of professionals provides a full range of supportMealsOnWheels AssistanceMedical Escort AssistanceAll facets of our home care are overseen by our Manageress  giving you the ultimate peace of mind. Our services also extend to those who do not meet the criteria but are in need of these services. We have extended to the following service areas such asAdmiralty Chong Pang Khatib Marsiling Sembawang and Yishun;httpswww.sgsocialsupport.comresourcehhvb2RJxa8g;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Sunshine Welfare Action Mission SWAMI Home   Leaflet  OneMap  contributors  Singapore Land Authority No.5 Sembawang Walk 
S757717 6257 6117 enquiry@swami.org.sg Website";httpswww.sgsocialsupport.comresourcehhvb2RJxa8g
North West Food Aid Fund North West CDC;"The North West Food Aid Fund FAF is a local assistance scheme administered by the North West CDC. It aims to complement the National ComCare Scheme by supporting lowincome residents who do not meet the National ComCare scheme criteria but are still in need of help tide through financial difficulties.
The fund supports the provision of vouchers to these families and quarterly care packs distributions to those staying in the rental flats and under the local welfare schemes within the North West District.
North West Food Aid Vouchers
The North West Food Aid Vouchers help lowincome families to alleviate their monthly household expenses on food. Each approved household may receive up to 120 supermarket vouchers per month for up to a period of 6 months.
North West CDC identifies the beneficiaries jointly with the Grassroots Organisations in the North West District. Eligible residents may head down to the nearest community clubs to apply.";httpswww.sgsocialsupport.comresourceMsqGYPK8aC;No Content Found;Singapore Citizen or Permanent Resident at least one immediate family member in the same household must be a Singapore Citizen Resident of the North West District Monthly household income of 3400 or Monthly Per Capita Income of 850;Find out more about the quarterly care pack distributions here .;Please contact the organisation for more details.;North West CDC 6248 5566 northwestcdc@pa.gov.sg Website;httpswww.sgsocialsupport.comresourceMsqGYPK8aC
North West Service Weeks North West CDC;"North West Service Weeks provides quarterly food assistance to needy North West residents residing in public rental flats and under the local welfare schemes.
Corporate and community volunteers work together to run a PopUp Market and assist residents in customising their food packs. Some corporate partners even go the extra mile to provide home improvement services while others may top up with additional items or vouchers for residents.
Corporates or community organisations who are keen to participate in the programme please email northwestcdcpartnerships@pa.gov.sg.
Residents requiring more information please email northwestcdc@pa.gov.sg or call our hotline at 6248 5566.";httpswww.sgsocialsupport.comresourceXKypUwdGUZe;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;North West CDC 6248 5566 northwestcdc@pa.gov.sg Website;httpswww.sgsocialsupport.comresourceXKypUwdGUZe
Pantry Plenish Bread Walk Fresh Food Yongen Care Centre;Our monthly food distribution programme provides monthly dried food rations containing staple items as immediate assistance for lowincome families and aged seniors in Chinatown Jalan Kukoh and York Hill.We also distribute bread and fresh food to lessen their financial burden and have healthier food options.;httpswww.sgsocialsupport.comresourceHSFw78ucGqe;No Content Found;Eligibility Criteria Food Ration Based on referrals by Social Service Office SSO or Family Service Centres FSC and staying in Chinatown vicinity Bread Distribution Residents living in rental blocks of either one room  one and a half room flat and families with financial difficulties Case Management Based on referrals by SSO or FSC and staying in Chinatown vicinity or recommended by Yongen Care Centre YCC Case Workers;Please contact the organisation for more details.;How to Apply  For referrals or enquiries please email mail@yongen.org.sg;Yongen Care Centre mail@yongen.org.sg Website;httpswww.sgsocialsupport.comresourceHSFw78ucGqe
Project Belanja  Food From The Heart;"Project Belanja  is Food from the Hearts appdriven hot food redemption programme run in partnership with hawker stall owners. The programme provides needy with freshlycooked meals to be redeemed at designated neighbouring hawker stalls within proximity of the activity zones of the beneficiaries.
Some of our beneficiaries are unable to cook their own meals. To them Project Belanja is a cookedfood alternative to food pack rations like those from the Community Food Pack programme.
To others it gives them greater choice and flexibility over what their meal will be  they get to choose when they want a change from their usual fare cooked by someone else in a different way enjoyed in another environment.
The programme also encourages them to step out of the house to interact with the community.
Redemption Process
Beneficiaries use the QR code on their Food from the Heart beneficiary card to redeem meals for up to 15 meals per month for each person. The cards are scanned on a mobile app used by partnering hawker stall vendors where redemption data is tracked to better understand and serve the beneficiaries.
Find out more about our Community Shop another digitalised foodredemption project by Food from the Heart.
Locations

Tampines
Kolam Ayer
Marine Parade
Mountbatten
Toa Payoh

Sponsors and FampB Partners
Food from the Heart actively seeks more FampB partners to join us to feed the needy. FampB redistributors retailers and stall owners can contact us to find out more about supporting our programmes.
We also invite sponsors to support the hawkers who participate in Project Belanja to eliminate the financial barriers of hawkers who wish to join the initiative. Enquire today to find out more about sponsoring Project Belanja";httpswww.sgsocialsupport.comresourceYGWtubfKCm;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Project Belanja  Food From The Heart   Leaflet  OneMap  contributors  Singapore Land Authority 130 Joo Seng Road 0301
 
S368357 6280 4483 info@foodheart.org Website";httpswww.sgsocialsupport.comresourceYGWtubfKCm
Ramadan On Wheels Malay Youth Literary Association;Ramadan on Wheels ROW is a volunteerdriven initiative with the spirit of gotongroyong to support lowincome families and underprivileged elderly. ROW held annually since 2001 focuses on delivery of food rations to the beneficiaries during the month of Ramadan. Additionally ROW is part of 4PMs family development and youth empowerment initiatives.;httpswww.sgsocialsupport.comresourceWzUKQL4A68s;No Content Found;Eligibility Criteria 1 Applicant must be a holder of Singapore pink or blue NRIC. 2 Only 1 applicant per household will be allowed to apply. Individuals who are in prison shelters and welfare homes are not eligible. 3 Monthly household income not exceeding 1500 or per capita income of 650 or less. Needy Elderly Aged 65 years and above Limited family support Suffering from chronic illnesses Low Income Families Have young  schooling children Facing financial difficulties;Please contact the organisation for more details.;Please contact the organisation for more details.;"Ramadan On Wheels Malay Youth Literary Association   Leaflet  OneMap  contributors  Singapore Land Authority Block 606 Bedok Reservoir Road 01716 
S470606 6242 6288 Website";httpswww.sgsocialsupport.comresourceWzUKQL4A68s
Ready To Eat Meals Free Food For All;"We deliver nutritious healthy and halal ready to eat meals to the homes of various needy residents in Singapore. Recipients include nonambulant elderly with minimal family support. There are vegetarian and nonvegetarian options. 
FFFA is pioneering a concept of preparing Ready to Eat Meals in a retort packing. The meals are a good blend of local favorites suitable for even the most discerning of palates.
We will home deliver a carton of RTE meals which are in ambient temperature. This is meant to supplement the monthly requirement of 1 person.";httpswww.sgsocialsupport.comresourcec35Kntbj7;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Ready To Eat Meals Free Food For All   Leaflet  OneMap  contributors  Singapore Land Authority 60 Kaki Bukit Place Eunos Techpark 0507
 
S415979 6530 3424 food.aid@freefood.org.sg Website";httpswww.sgsocialsupport.comresourcec35Kntbj7
Singapore Buddhist Welfare Services  Daily Free Meal Delivery Programme;"Launched in 1985 our Daily Free Meal Delivery Programme provides free healthy vegetarian food to needy elderly and the vulnerable who face difficulties in getting their own meals. We serve beyond differentiation regardless of race or religion. Vegetarian meals are sent to beneficiaries twice a day on a daily basis from Mondays to Saturdays except Sundays and public holidays.
Our main service areas are concentrated in the North East of Singapore Hougang Sengkang Punggol. With increasing need for our meal delivery service we have included needy beneficiaries in the North and East Central zones.";httpswww.sgsocialsupport.comresourceKBmcPM9nBnL;No Content Found;Target Beneficiaries Elderly persons receiving public assistance or having low incomes and residing in one or tworoom rental flats. Other needy individuals who are financially constrained have difficulties buying their own meals due to illness or impaired mobility andor have littleno family support.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Singapore Buddhist Welfare Services   Leaflet  OneMap  contributors  Singapore Land Authority 105 Punggol Road 
S546636 6489 8161 sbws@sbws.org.sg Website";httpswww.sgsocialsupport.comresourceKBmcPM9nBnL
Sustenance for Families  YWCA;"Supporting our Beneficiaries with Basic Rations
Launched in 2010 the Sustenance for Families programme aims to ease some of the financial burdens faced by lowincome families who are struggling to make ends meet by providing dry rations.
Families under the standard weekend distribution programme will receive basic and daily necessities such as rice cooking oil and canned food every month.
For the weekday distribution programme families will receive customised dry ration packages which are packed according to their needs.
The YWCA partners with external agencies such as Family Service Centres and other welfare organisations to identify these needy families.";httpswww.sgsocialsupport.comresource2Jxqm9Q8yq;No Content Found;Singapore Citizen or Permanent Resident Regardless of race religion or gender Total household income should be less than 1900 per month or less than 800 per capita per person per household.;Please contact the organisation for more details.;Contact your nearest Family Service CentreSocial Service Centre to request for a social worker who will apply on your behalf. Download the form from YWCA. Social worker to email csp@ywca.org.sg. Attach Form Attach All Necessary Documents Attach Valid Social Report;"Young Womens Christian Association   Leaflet  OneMap  contributors  Singapore Land Authority 254 Outram Road 
S169051 6223 1227 csp@ywca.org.sg Website";httpswww.sgsocialsupport.comresource2Jxqm9Q8yq
The Foodbank Singapore;FBSG acquires donated food much of which would otherwise be wasted from farms manufacturers distributors retail stores restaurants consumers and other sources and makes it available to those in need via a network of member beneficiaries. These member beneficiaries include various types of homes family service centres soup kitchens and other Voluntary Welfare Organizations VWOs.;httpswww.sgsocialsupport.comresourcejUwcAYaGCkK;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"The Food Bank Singapore   Leaflet  OneMap  contributors  Singapore Land Authority The Foodbank Singapore Ltd
218 Pandan Loop XPACE 
S128408 9855 4805 enquiries@foodbank.sg Website";httpswww.sgsocialsupport.comresourcejUwcAYaGCkK
The Giving Collective;The Giving Collective aims to provide help to the less fortunate and reduce wastage by distributing excess food from bakeries to homes of the elderly and those living in rental flats. The groundup initiative also provides hot meals to the elderly every weekend when many social service agencies do not distribute food .Apart from the provision of food The Giving Collective also engages the community in livening up shared spaces in void decks community centres and nursing homes through mural painting with the seniors and residents.;httpswww.sgsocialsupport.comresource7EuPrCdzKJg;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Anne Neo anneneoht@gmail.com Website;httpswww.sgsocialsupport.comresource7EuPrCdzKJg
Welfare Assistance Woodlands Social Centre;WELFARE ASSISTANCEGIVING FAMILIES A BOOSTWe provide short to midterm welfare assistance for families facing financial constraints and other situation difficulties with the distribution of food rations and tapameal cards.;httpswww.sgsocialsupport.comresourcex3y2RLRcRHj;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;;"Woodlands Social Centre   Leaflet  OneMap  contributors  Singapore Land Authority 830 Woodlands Street 83 0133  
S730830 6365 5234 info@wsc.org.sg Website";httpswww.sgsocialsupport.comresourcex3y2RLRcRHj
Willing Hearts;A secular nonaffiliated charity Willing Hearts is wholly run by volunteers apart from a handful of staff. It operates a soup kitchen that prepares cooks and distributes about 7000 daily meals to over 70 locations island wide 365 days a year. Beneficiaries include the elderly the disabled low income families children from single parent families or otherwise poverty stricken families and migrant workers in Singapore.;httpswww.sgsocialsupport.comresourceFG9RWWDAA8q;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Willing Hearts   Leaflet  OneMap  contributors  Singapore Land Authority No. 1 Lorong J Telok Kurau entrance via Joo Chiat Place 
S425792 6476 5822 willingheartsingapore@gmail.com Website";httpswww.sgsocialsupport.comresourceFG9RWWDAA8q
