Name;Description;Link;Full Content;Who can apply;What to expect;How to apply;Contact;Source URL
Empowering Young Women - YWCA;"The programme provides personal and professional guidance for young women from low-income families  aged between 17 to 23 years old.
Participants are exposed to a wide array of topics covering personal growth  relationship management  communication strategies and career coaching over 6 sessions. The programme will then culminate with a graduation and networking session.
After graduation  three monthly post-project sessions are held to further support our young beneficiaries on their journey of self-driven change.";https   www.sgsocialsupport.com resource 4rLETCGXNgA;No Content Found;Singapore Citizen or Permanent Resident Single 17-23 years old On some form of financial aid or similar social service assistance  or living in a HDB rental flat  or other situations subject to case by case approval;Please contact the organisation for more details.;Social Worker to contact our programme-in-charge at csp@ywca.org.sg who will advise on the submission of supporting documents.;"Young Women s Christian Association     Leaflet   OneMap   contributors   Singapore Land Authority 254 Outram Road 
S169051 6223 1227 csp@ywca.org.sg Website";https   www.sgsocialsupport.com resource 4rLETCGXNgA
EQUAL;Founded in 2015  EQUAL  an IPC charity  strives to transform lives through Animal-Assisted Services. EQUAL partners with animals to provide experiential and educational programmes that help empower vulnerable persons such as children  youths  persons with special needs  families  and seniors by enhancing their social and emotional well-being and supporting social integration in a safe environment   building resilience and inclusive communities. Animal-Assisted Learning  AAL  is an experiential programme facilitated by instructors partnering animals  where participants develop vita social-emotional and relationship skills in a safe and supportive environment. Each year  we proudly serve hundreds of clients from various institutions  including schools  children s homes  nursing homes  and other social service organisations.;https   www.sgsocialsupport.com resource tjQ747KHV3d;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"EQUAL     Leaflet   OneMap   contributors   Singapore Land Authority 100 Jalan Mashhor 
S299177 6904 0422 info@equal.org.sg Website";https   www.sgsocialsupport.com resource tjQ747KHV3d
Extra Ordinary People;"Established in July 2017  Extra Ordinary People is a Singapore-registered charity and Institution of Public Character  IPC  which holistically supports persons with special needs while striving for an inclusive society through family-centred and community-supported initiatives. 
We call ourselves Extra Ordinary People because we are all ordinary people who make the conscious decision to go the extra mile. The dot between  Extra  and  Ordinary  in our logo symbolises the heart required to make a difference. The colours in the word  Extra  represent diversity and inclusivity.";https   www.sgsocialsupport.com resource uJKzYeg44AE;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Extra Ordinary People     Leaflet   OneMap   contributors   Singapore Land Authority 7500A Beach Road  01-313 
The Plaza Block A 
S199591 Operating Hours  9a.m. to 6p.m.  Tue   Sat 
Closed on Sun and Public Holidays 6286 5088 contact@extraordinarypeople.sg Website";https   www.sgsocialsupport.com resource uJKzYeg44AE
Family Programme  EQUAL ;"The EQUAL Family Programme utilises Equine-Assisted Learning  EAL   a form of group work that uses experiential learning to develop social-emotional skills in persons with special needs and their caregivers. In EAL  majestic and gentle horses serve as a unique bridging element and scaffolding  creating the mirroring and observational learning that aids the acquisition of new behaviours as described in social learning theory.
Activities are centred around creating intentional interaction between caregivers and their wards. Activities include Horseplay  playing interactive games with horses   Horse Care  and Horse-riding. Solutions oriented debriefs conducted at the end of every session help caregivers and their wards parallel the learning outcomes and translate them to the home setting. The debriefs are conducted by EQUAL Instructors using the Equine Experiential Education facilitation method  which is based on Kolb s Stage Theory of Experiential Learning and the Pfeiffer and Jones Stage Model of Questioning.";https   www.sgsocialsupport.com resource sv8WZbSW6rF;No Content Found;Families who are looking to strengthen bond  improve communication and overcome emotional challenges  Up to 5 pax ;"Programme Structure
5 weekly sessions
Each session is 2 hours long
Weekdays or weekends";Please contact the organisation for more details.;"EQUAL     Leaflet   OneMap   contributors   Singapore Land Authority 100 Jalan Mashhor 
S299177 6904 0422 info@equal.org.sg Website";https   www.sgsocialsupport.com resource sv8WZbSW6rF
Family Service Centre - PPIS;PPIS family service centres in Singapore offer casework and family counselling services for clients who face intrapersonal relationship issues  family violence  child management or parenting concerns and other general concerns including referrals for financial assistance. In our approach for family counselling services  we also incorporate group and community work to help individuals and families better support and empower one another.;https   www.sgsocialsupport.com resource 7H5tHySknTm;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Fill up interest form at https   ppis.sg fsc .;"Persatuan Pemudi Islam Singapura  Singapore Muslim Women s Association  Monday   Friday  9.00 am   5.00 pm Website PPIS Family Service Centre  East      Leaflet   OneMap   contributors   Singapore Land Authority Wisma Geylang Serai  1 Engku Aman Road   03-01 
S408528 6015 6970 fsceast@ppis.sg PPIS Family Service Centre  West      Leaflet   OneMap   contributors   Singapore Land Authority Blk 301  Bukit Batok St 31   01-01 
S650301 6561 3462 fscwest@ppis.sg";https   www.sgsocialsupport.com resource 7H5tHySknTm
Habitat For Humanity;"What We Do
At Habitat for Humanity Singapore  we build decent homes across Asia-Pacific and
rehabilitate flats in Singapore for vulnerable families.
Building decent houses overseas
Working in partnership with families
Improving living conditions in Singapore
Restoring dignity through decent living conditions";https   www.sgsocialsupport.com resource ucG7e327Uj5;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Habitat For Humanity Website;https   www.sgsocialsupport.com resource ucG7e327Uj5
Home Ownership Plus Education  AMP Singapore ;AMP is one of the mentoring agencies under the Home Ownership Plus Education  HOPE  Scheme  a national assistance programme spearheaded by the Ministry of Social and Family Development  MSF  for young  low-income families to keep their family small.;https   www.sgsocialsupport.com resource Br2USLY6c4g;No Content Found;The HOPE Scheme assists families and single mothers  who meet the following eligibility criteria  Married or divorced widowed mother with child custody Mother Wife is 35 years old or below For families where at least one spouse or the widowed divorced mother has a post-secondary education  the wife mother should be 30 to 35 years old Family unit has no more than 2 children  who are Singapore Citizens Gross monthly household income of not more than  1 700 For families where at least one spouse or the widowed divorced mother has a post-secondary education  the individual income of each spouse or widowed divorced mother should not be more than  1 200 per month Both husband and wife must be Singapore Citizens One of the spouse or the widowed divorced mother must be a Singapore Citizen Husband or divorced widowed mother must be employed;1. Housing and Utilities Conditional Housing Grant  60 000 housing grant disbursed in annual instalments of  3 000 to mother s CPF account Utilities Grant  1 000 once-off grant to offset utilities charges 2. Training and Employment Training Advice and Employment Support Ongoing advice provided on training courses  job placement and career counselling Training Incentives Up to  6 000 worth of incentives for families who make efforts to do better and complete training courses that lead to better employment Employment Incentives Up to  10 000 worth of employment incentives for full-time working mothers. 3. Support for Children and Families Education Bursaries Annual bursaries of up to  3 000 for each child attending pre-school to university to help pay for their educational expenses. This includes the savings to each child s Child Development Account  CDA  and Post-Secondary Education Account  PSEA  for their future educational needs. Mentoring and Family Support Ongoing mentoring support and guidance to strengthen families as they work towards upgrading themselves and their families Free family planning;Visit the nearest Social Service Office to apply for the HOPE Scheme Click here for the list of SSOs in Singapore;"AMP Singapore     Leaflet   OneMap   contributors   Singapore Land Authority 1 Pasir Ris Drive 4   05-11 
S519457 Mon to Fri   9.00 am to 6.00 pm
Closed on Saturdays  Sundays and Public Holidays 6416 3960 6416 3961 corporate@amp.org.sg Website";https   www.sgsocialsupport.com resource Br2USLY6c4g
Home Repair Maintenance Programme  Singapore Planned Families Association ;-To provide repair and maintenance works to needy households.Developing an ecosystem of help that begins in each home.-To create a better home so that the family unit will move towards nbsp achieving self-reliance.;https   www.sgsocialsupport.com resource 7Bjh9JU4nUw;No Content Found;Blue CHAS card Social worker letter endorsement AIC   Government officials endorsement Exceptions Case by case basis In-house case worker field assessment Over-time observations visitations on the home  3 to 4 months ;HRM Services Repair services covers all that hinders the household s safety  basic relative necessities  and person centric living integrations that contributes to improving the standards of living for the families  posturing them to be focused on ambitions beyond basic survival. Electrical Repairs Miniature circuit board repairs Light bulb replacement Power socket repairs and wiring Water heater replacement Plumbing Works Cistern replacement Sink  toilet bowl and pipe chokes Faucet replacement Light piping replacements Shower head and water spray replacements Handyman Maintenance Door locks  letter box locks  etc Door hinge replacements Curtain hooks Shelf installations Clothes line Ceiling fans Restorative Painting Case by case basis In-house case worker field assessment Large scale painting  whole HDB  might not be feasible Framework Household interview   Referral Assign Handymen team   set maintenance work date Payment by Beneficiary  10-20  of total bill . i.e  Total bill for particular household benefitting from HRM service s subsidy is  470  household will have to pay a minimum of  47-94. This is to instill ownership   to achieve a sustainable model to help more households in the near future. Repair costs follows relevant market prices. Follow-up session. Before   After photos of the repair works. Written testimonial on how the subsidy and efficiency has helped the household family unit.;Please contact the organisation for more details.;"Singapore Planned Families Association     Leaflet   OneMap   contributors   Singapore Land Authority Singapore Planned Families Association
Block 3A Holland Close   01-55 
S272003 6775 8981 enquiry@spfa.org.sg Website";https   www.sgsocialsupport.com resource 7Bjh9JU4nUw
KidSTART Early Childhood Development Assistance;"KidSTART SG is here to support children and families based on their needs through their familiar settings such as at home  in the community and at selected preschools through our programme. As parents are a child s first teachers and play a key role in setting them up for a good start in life  KidSTART partners parents to empower them to be confident caregivers and be equipped with the knowledge and skills to 

Build warm nurturing relationships with their children
Support the age-appropriate development of their children
Care for the health and social wellbeing of their children in their early years";https   www.sgsocialsupport.com resource nS-NaLpyMUg;No Content Found;"If your family  Has a pregnant mother and or a child who is a Singaporean Citizen aged 6 and below Has a gross monthly household income of  2 500 and below  or per capita income of  650 and below Is staying in the following areas 
Kreta Ayer Bukit Merah
Woodlands Sembawang
Taman Jurong Boon Lay
Ang Mo Kio Yishun
Bedok Geylang Serai
Choa Chu Kang Bukit Panjang Bukit Batok
Jalan Besar and Toa Payoh";KidSTART @ Home  0-3 years old  Support in a home setting for pregnant mothers and children up to 3 years old. Regular home visits to guide parents with skills and practical knowledge in the areas of early childhood development  health and nutrition. Regular screening of the child s growth and maternal well-being to ensure early intervention if needed. KidSTART @ Pre-school  2 months to 6 years old  In selected preschools  additional resources are provided to support KidSTART families. Engage parents on child growth  development  health and nutrition. Monitor and tackle obstacles to child s attendance and school readiness. Help with preschool enrolment. Welcome packs consisting of age-appropriate books  toys and wellness items Learning packs for each enrolled child. These packs include age-appropriate art   craft materials  book and toys Invitations to KidSTART events and carnivals Fresh food packs consisting of fresh vegetables   fruits Access to free resources on early childhood development  parent-child interactions and health   nutrition information Access to supplementary programmes to enhance parent-child interactions   family functioning;Fill up the form on the website;"KidSTART     Leaflet   OneMap   contributors   Singapore Land Authority WeWork  30 Prinsep Street  06-01 
S188647 6908 0155 contactus@kidstart.sg Website";https   www.sgsocialsupport.com resource nS-NaLpyMUg
Living Assistance  Tzu-Chi Foundation ;Tzu Chi provides direct  timely and practical assistance to give the kind of help needed by each individual and household. Besides providing financial support to help cover some living expenses  Tzu Chi also provides essential daily items such as formula milk  diaper and food in an ongoing manner. Our volunteers also help to declutter and furnish the homes of some care recipients who are unable to clean up their homes by themselves and deliver meals to care recipients who have difficulty cooking or leaving their homes to buy food.;https   www.sgsocialsupport.com resource hBefNgTRs2n;No Content Found;Please contact the organisation for more details.;"The types of living assistance provided by Tzu Chi are as follows  Household Living Expenses
Furnish   Retrofit Support
Home Decluttering
Meals Delivery";https   www.tzuchi.org.sg en contact-us enquiry-form ;Tzu-Chi Foundation 6582 9958 Website;https   www.sgsocialsupport.com resource hBefNgTRs2n
Mamre Oaks;"Mamre Oaks is a day centre catered for persons with intellectual and developmental disabilities  IDD . 

At Mamre Oaks  we engaged the members with different core activities such as cooking  baking  arts   craft  music and yoga to keep them active on a daily basis. We also organise fun workshops and monthly outings to encourage them to be interactive with their surroundings and to learn a new skill.";https   www.sgsocialsupport.com resource dF3DeECVTtt;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Mamre Oaks     Leaflet   OneMap   contributors   Singapore Land Authority 490 East Coast Road 
St Patrick s School  Brothers  Residence 
S429058 Monday to Friday  9am to 5pm 6978 7800 Webmail@mamreoaks.sg Website";https   www.sgsocialsupport.com resource dF3DeECVTtt
Marriage Counselling Programme  AMP Singapore ;Syariah Court refers married couples who are divorcing to AMP for for marriage counselling under the Marriage Counselling Programme  which focuses on Affecting reconciliation Facilitating an amicable divorce if reconciliation is inevitable  discuss co-parenting plans for couples with dependent children   andFacilitating access to national resources for couples who require other forms of support.The Marriage Counselling Programme is compulsory  and aims to provide these married couples with a safe and neutral platform to discuss their marriage and understand the impact of divorce.;https   www.sgsocialsupport.com resource 9HA6X4mgrXM;No Content Found;The programme is for married couples contemplating divorce  couples with marital or relationship problems  or divorcing couples referred by the Syariah Court. For couples who decide to proceed with divorce and have at least one child below 21 years old  a counsellor will facilitate the Parenting Programme with them. The Parenting Plan prepares the parents for their post-divorce journey  while prioritising their children s interests. It helps to bring closure to their marriage and re-focus their attention on raising their children.;Please contact the organisation for more details.;Individuals will be required to submit their application for divorce or marriage counselling to Syariah Court before attending the Marriage Counselling Programme. For more info about the programme  please visit www.syariahcourt.gov.sg .;"AMP Singapore     Leaflet   OneMap   contributors   Singapore Land Authority 1 Pasir Ris Drive 4  05-11 
S519457 Mon to Fri   9.00 am to 6.00 pm
Closed on Saturdays  Sundays and Public Holidays 6416 3966 corporate@amp.org.sg Website";https   www.sgsocialsupport.com resource 9HA6X4mgrXM
Marriage Enrichment   Support Programmes  AMP Singapore ;INSPIRASI@AMP provides post-marriage support for young couples in the first ten years of marriage through Club INSPIRASI. Some of the initiatives include marriage enrichment programmes  family day activities  couple retreats  support group sessions  and support services  which include counselling and casework  as well as information and referral services.Young couples who have graduated from the marriage preparation workshops under INSPIRASI@AMP will be enrolled into the marriage enrichment and support programmes to assist in their marital journey.;https   www.sgsocialsupport.com resource wV9nwdZLLsx;No Content Found;;Please contact the organisation for more details.;Call the AMP Helpline at 6416 3960 or 6416 3961 to make an appointment for assessment For further enquiries about the programme  email helpliners@amp.org.sg;"AMP Singapore     Leaflet   OneMap   contributors   Singapore Land Authority 1 Pasir Ris Drive 4  05-11 
S519457 Mon to Fri   9.00 am to 6.00 pm
Closed on Saturdays  Sundays and Public Holidays 6416 3960 6416 3961 helpliners@amp.org.sg Website";https   www.sgsocialsupport.com resource wV9nwdZLLsx
Marriage Preparation for Young Couples  AMP Singapore ;INSPIRASI@AMP  in collaboration with the Registry of Muslim Marriages  ROMM   supports young couples through premarital consultation session  marriage preparation workshops  and parents support group.Premarital ConsultationYoung couples are assessed based on their readiness for marriage at the premarital consultation session with the focus on supporting them to make an informed decision on marriage. The session also seeks to identify and address potential issues that may affect the couples  marriage and discuss post-marriage plans. Counsellors will also assess the level of functional support from their parents during the session. The couples and their families will then be encouraged to attend the marriage preparation workshops and other support programmes and services provided by INSPIRASI@AMP  to support couples in their marriage journey.Marriage Preparation WorkshopsThe marriage preparation workshops  Young Couples Programme  enable young couples to build a strong and stable marriage and support them in their journey in becoming parents. Through the workshops  couples can learn problem-solving and life skills  which they can adopt in their marriage.Parents Support GroupParents of young couples are also equipped with the skills and knowledge to help and support their children in their journey. The parents  support group discusses expectations of in-law relationships  roles and responsibilities of parents and parents-in-law  and strategies to better support young couples towards independence.;https   www.sgsocialsupport.com resource abCGtqaGn4b;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Call the AMP Helpline at 6416 3960 or 6416 3961 to make an appointment for assessment For further enquiries about the programme  email to helpliners@amp.org.sg;"AMP Singapore     Leaflet   OneMap   contributors   Singapore Land Authority 1 Pasir Ris Drive 4  05-11 
S519457 Mon to Fri   9.00 am to 6.00 pm
Closed on Saturdays  Sundays and Public Holidays 6416 3960 6416 3961 helpliners@amp.org.sg Website";https   www.sgsocialsupport.com resource abCGtqaGn4b
Marriage Preparation Programme  Cornerstone Community Services ;"Marriage Preparation Programme
The Prevention and Relationship Education Programme  PREP   is a sophisticated research-based marriage enrichment programme with proven results of low rates of premarital break-up and post marital divorce. It is based on more than 40 years of continual on-going research on marital success and distress. Through interactive activities and discussions conducted by PREP  trained counsellors  participants will be empowered with the tools for building a successful marriage at the 12-hour workshop. 
This workshop is conducted in a group format over 2 Saturdays and is suitable for couples preparing to get married or have been married for less than 2 years. A rebate is given to every Singaporean PR couple by the Ministry of Social and Family Development  MSF  upon completion of the PREP programme.";https   www.sgsocialsupport.com resource CsgkeGeBJHf;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;For more enquiries  refer to the link;"Marriage Preparation Programme  Cornerstone Community Services      Leaflet   OneMap   contributors   Singapore Land Authority 11 East Coast Road   01-13  The Odeon Katong 
S428722 6344 8063 Website";https   www.sgsocialsupport.com resource CsgkeGeBJHf
