Name;Description;Link;Full Content;Who can apply;What to expect;How to apply;Contact;Source URL
Epworth HomeSweetHome  Epworth Community Services ;Epworth HomeSweetHome was started in 2013 in partnership with the Ministry of Social and Family Development  MSF  as the first Therapeutic Group Home in Singapore. The Home provides stay-in treatment for children between the ages of 7 to 12 years old who have experienced abuse. We use the Trauma System Therapy  TST  treatment model to help children with complex trauma and aggressive behaviour.We believe that with early and appropriate intervention  children can recover and become well-adjusted persons with a healthy mental well-being. nbsp  Apart from treatment within the Home  we also work with other helping professionals so that all the needs of these children could be met. nbsp  Together with MSF  we work towards safe placements for these children  when they are ready to be discharged from the Home and well enough to return to the community.;https   www.sgsocialsupport.com resource sCfgN9rq9Cb;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Epworth HomeSweetHome  Epworth Community Services      Leaflet   OneMap   contributors   Singapore Land Authority Block 106 Bukit Batok Central 
 01-217 
S650106 6562 2211 community.relations@epworth.sg Website";https   www.sgsocialsupport.com resource sCfgN9rq9Cb
Gladiolus Place;Gladiolus Place is a Christian residential refuge for teenage Girls from all walks of life  aged 11 and above. It is a non-profit residential home for vulnerable teenage girls who are facing or are at risk of abuse  neglect  delinquency  and wayward behaviours;https   www.sgsocialsupport.com resource gJkjPCXbca5;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Gladiolus Place     Leaflet   OneMap   contributors   Singapore Land Authority 6A Mattar Road Singapore 
S387715 6348 5674 info@gladiolusplace.org.sg Website";https   www.sgsocialsupport.com resource gJkjPCXbca5
Good Shepherd Centre  Marymount Centre ;"A Safe Sanctuary

GSC was set up in 1986 to provide a safe place for women who have been abused or who suffer from seemingly insurmountable difficulties  to work through their trauma and crisis. Some of the women  often with children in tow  are survivors of chronic domestic violence. As far as possible  we accommodate the mothers and their children together in the shelter. Some of the abused spouses are foreigners with little family support and few friends they can turn to.

Through our care and compassion  and programmes and activities  the women experience healing and are empowered to tap on their inner strength and resources to rebuild their lives and plan a future for themselves and their families.

As earning an income is key to their independence  we help them to find a job. We are blessed with understanding and compassionate employers who believe in our mission and who partner with us to provide jobs for the women under our care. We also help the women in their search for a decent roof over their heads.

GSC is appointed by the Singapore Government to provide victim care for women who have been trafficked into Singapore.";https   www.sgsocialsupport.com resource AxsX9V7JtG7;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Good Shepherd Centre  Marymount Centre  6256 4440 enquiry@marymountctr.org.sg Website;https   www.sgsocialsupport.com resource AxsX9V7JtG7
Gracehaven;"We help children and youth who need care  protection and rehabilitation due to a lack of parental supervision  risk behaviours or family breakdowns. We develop care plans to meet their individual needs through programmes that build positive values and resilience. Our professional team provides support for our residents and their families with the aim of achieving successful family reunification.
HOW WE HELP

Case Management
Casework and counselling are provided to support and nurture residents.
Academic Mentoring
Academic volunteers help residents build a good educational foundation.
Aftercare Services
Support is provided to discharged residents and their families during the transitional period.
Sports and Outdoor Activities
Various recreational activities cultivate residents  leadership and team building skills.
Music  Drama and Art Programmes
Residents can pursue their interests and develop new skills.
Interim Placement and Assessment Centre
Allows children under child protection to be temporarily cared for till their placement in the most appropriate care environment.";https   www.sgsocialsupport.com resource WPCT2m6mWKC;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Salvation Army Gracehaven 3 Lorong Napiri Singapore 547528 6580 2250 gracehaven@smm.salvationarmy.org Website;https   www.sgsocialsupport.com resource WPCT2m6mWKC
HCSA Dayspring SPIN;" Single Parents INformed  INvolved  INcluded 
HCSA Dayspring SPIN is an initiative in collaboration with the National Council of Social Service. It aims to support caregiving and improve the quality of life for single parents and lone caregivers who lack  or have limited emotional  physical or practical support.
SPIN provides single parents with access to resources through an ally network of volunteers and an interactive website that empowers them to make informed decisions and helps strengthen their social support network. Find out more here.
Core Services

Single parents lone caregivers will be assessed for their needs by a social worker before joining as a SPIN member for up to 12 months.
SPIN members will be matched with befrienders   trained volunteers  who will provide practical and socio-emotional support.
Respite services will also be available to allow members to schedule free time to attend to their errands  while their children are taken care of by volunteers.
To improve members  access to organised information  SPIN conducts regular child-friendly workshops and activities to enrich and encourage members in their parenting journey
SPIN provides an online portal to promote easy access to information and resources.";https   www.sgsocialsupport.com resource Xt-jwQrnG9V;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;HCSA 1 Lorong 23 Geylang Singapore 388352 6745 3532 enquiry@hcsa.org.sg Website;https   www.sgsocialsupport.com resource Xt-jwQrnG9V
HEB-Ashram;With the help from the Singapore Corporation of Rehabilitative Enterprises  SCORE   Hindu Endowments Board set up the HEB-Ashram  in 1999  a halfway house to rehabilitate and reintegrate Indian substance abusers into society. At the HEB-Ashram s supportive environment  its residents receive emotional and spiritual guidance through a number of quality programmes and are also equipped with skills to allow them to be gainfully employed. HEB-Ashram residents are encouraged to attend classes to learn more about the religion they practice and attend yoga and meditation classes for better control of their minds and bodies.In addition to being taught how to be financially prudent  arrangements are made for them to embark on home based jobs. SCORE s job placement unit helps with securing appropriate jobs for the residents. As an approved charitable organization with the status of an Institution of Public Character  IPC   HEB-Ashram aims to reach out and help the community in line with its vision.;https   www.sgsocialsupport.com resource sdyRGWny585;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"HEB-Ashram     Leaflet   OneMap   contributors   Singapore Land Authority 30  Durban Road 
S759642 6753 9730 enquiries@hebashram.org.sg Website";https   www.sgsocialsupport.com resource sdyRGWny585
Home for the Aged  Geylang East Home for the Aged ;Our Sheltered Home was established in 1978 to provide residential care to those with no or limited financial and social support. By encouraging independence and providing supplementary resources to our residents  we hope to enable them to age in place and maintain their physical  mental and psychosocial well-being.Our key programs include recreational activities and engagementsphysical exercise classesdaily health supervision and regular screeningswalks and outings;https   www.sgsocialsupport.com resource P9CG5RKDQ6g;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Geylang East Home for the Aged     Leaflet   OneMap   contributors   Singapore Land Authority 97 Aljunied Crescent  01-439 
S380097 6745 3465 shelterhome@geha.org.sg Website";https   www.sgsocialsupport.com resource P9CG5RKDQ6g
Homeless Hearts of Singapore;"We are a team of volunteers who hope to inspire and start movements of fellow Singaporeans to start their own small homeless outreach groups likewise. Just two or three  can already  who will take time to see   and stop for the one in need. Since 2019  HHOS has been a partner of MSF s Partners Engaging and Empowering Rough Sleepers  PEERS  network.
HHOS is a secular outreach based on Christian values  as the co-founders are Christians . But it s open to all   regardless of race  language or religion. So we hope to help them in whatever ways possible  whether advocating for them  or befriending  or ministering to them   both to the homeless and those who have houses but are homeless in heart.
Thus  our team takes a relational approach in helping the homeless  and help them find and get to the relevant social services. We also enjoy partnering with fellow like-minded and like-hearted community partners who care for our homeless friends too. Stop for the ONE in need   that s our motto and modus operandi 
OUR MISSION
Make Singapore a City of Refuge where the community  infrastructure  and policies provide adequate support for those who are displaced   isolated. 
To help the homeless re-integrate into community via community-building  temporary aid  advocacy  and local partnerships.
OUR VISION
We envision Homeless Hearts to serve as a platform to inspire fellow volunteers to start their own grounds-up initiatives to serve and befriend any homeless in their own local neighbourhoods  so that one day every homeless person in every neighbourhood in every age group and every background will find full community support to help them reintegrate back into full community again.";https   www.sgsocialsupport.com resource vEKMEETgV5J;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Homeless Hearts of Singapore Website;https   www.sgsocialsupport.com resource vEKMEETgV5J
Individual Transitional Accomodation Programme  iTAP   iCare Hub ;In 2015 to 2016  Temasek Cares works with Yellow Ribbon Fund and iC@RE HUB LTD to jointly developed the secular female shelter programme  a residential aftercare pilot project  nbsp to help newly released female ex-offenders and those recovering from addictions reintegrate into society.INDIVIDUAL TRANSITIONAL ACCOMMODATION PROGRAMME  iTAP iTAP is dedicated to serving the IMMEDIATE accommodation needs of Women in Recovery for residency stability.Research has affirmed the benefits of providing a safe home with supportive social services for recovering persons.In western countries extensive research has been done on the correlation between homelessness of ex offenders and their recidivism rate.;https   www.sgsocialsupport.com resource nxae-J2ccLg;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;iCare Hub 6250 2393 lenghoe@icarehub.org.sg Website;https   www.sgsocialsupport.com resource nxae-J2ccLg
Kheng Chiu Loke Tin Kee Home;Kheng Chiu Loke Tin Kee Home is the first 7-storey purpose-built Sheltered Home in Singapore.Its total construction costs amounted to about S 8 millions with S 7 millions capital funding from the then Ministry of CommunityDevelopment and the balance S 1 million from public donationsThe construction of the building was completed in April 1999The Home began operation in July 1999The Home is strategically located at the hub of a busy town centre with amenities like Tampines MRT station  amp  bus interchange  polyclinic  regional library  supermarket  shopping centres  cinemas  wet market  foodcourt  community centres  neighbourhood shops  hair saloons  etc. all within walking distanceIt has a capacity of 160 residents  males  amp  females ;https   www.sgsocialsupport.com resource sB4QcVZT5GC;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Kheng Chiu Loke Tin Kee Home     Leaflet   OneMap   contributors   Singapore Land Authority 70 Tampines Ave 4 
S529681 6789 7889 khengchiuhappylodge@gmail.com Website";https   www.sgsocialsupport.com resource sB4QcVZT5GC
Melrose Home  Children s Aid Society ;Melrose Home is a residential home offering round-the-clock care and support to children and youths aged 6 to 21 years old who are facing challenging family circumstances or child protection issues.How do the children and youths end up at Melrose Home Our children and youths are referred by the Ministry of Social  amp amp  Family Development. They have gone through adverse circumstances such as abuse or neglect  and need intervention to be removed from their homes or families due to safety reasons;https   www.sgsocialsupport.com resource A9c46dsCusQ;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Melrose Home  Children s Aid Society  6970 0980 ask@childrensaidsociety.org.sg Website;https   www.sgsocialsupport.com resource A9c46dsCusQ
Muhammadiyah Welfare Home;Muhammadiyah Welfare Home  MWH  is a children s  Home that provides shelter and 24 7 residential care and protection for boys between the ages of 10 and 19 years.Appointed by the Ministry of Social and Family Development  MSF  and gazetted under the Children and Young Persons Act Cap 38  the boys consist of those who are neglected  abused or homeless  are juvenile offenders and those under Family Guidance Order  formerly known as Beyond Parental Control . They are referred to the Home by MSF  the courts and other social work agencies.Muhammadiyah Association  MA  is the parent organisation for MWH. MWH renders its services to society as a Social Service Agency  SSA  and is managed by a Management Committee  MC   appointed by the MA.MWH is also a charity and an Approved Institution of a Public Character registered under the Charities Act Cap 37.;https   www.sgsocialsupport.com resource R2CuXSeLEdy;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Muhammadiyah Welfare Home     Leaflet   OneMap   contributors   Singapore Land Authority 101 Pasir Ris Road 
S519154 6344 7551 mwh@muhammadiyah.org.sg Website";https   www.sgsocialsupport.com resource R2CuXSeLEdy
MWS Girls  Residence;MWS Girls  Residence nbsp is a Children and Young Persons Home supported by the Ministry of Social and Family Development  providing out-of-home residential care for vulnerable young women who have experienced trauma and childhood adverse experiences  and are in need of care and protection.;https   www.sgsocialsupport.com resource Cj4F6sdbYJC;No Content Found;Please contact the organisation for more details.;Provide a safe home for young women in need Manage rehabilitation of young women in conflict with the law Collaborate with community partners  organisations and individuals to run programmes  e.g. theatre  art  sensory exploration  mindfulness workshops  that empower young women who had experienced trauma  to gently address the issues they face Trauma-informed Care As the majority of the residents have a history of trauma and may have difficulty trusting others  MWS adopts the principles of traumainformed care   such as ensuring our residents  safety  respecting their boundaries  providing consistent care and jointly making decisions with them   which help improve outcomes Upon admission to the Residence  every resident is given an individualised care plan  supported by a level progression system that enables her to strive towards rehabilitation with rewards;Please contact the organisation for more details.;"MWS Girls  Residence     Leaflet   OneMap   contributors   Singapore Land Authority 600 Upper Thomson Road  Block A 
S574421 6391 0567 MWSgr@mws.sg Website";https   www.sgsocialsupport.com resource Cj4F6sdbYJC
New Hope Transitional Shelter for Families in Crisis;"New Hope Community Services  New Hope CS  is a social service agency working to bring change into the lives of the displaced and disadvantaged in the community.
Since 2004  we have been empowering our beneficiaries with opportunities to better their own lives. We provide a range of services and programmes such as temporary shelter  casework  mentoring  job-matching  life-skills training and support with long-term housing and employment. Together with our 3P Partners   Public  Private and People   we serve all people regardless of race or religion.
We are a full member of the National Council of Social Service since 2005 and have been granted Institutions of a Public Character  IPC  status until 2026.";https   www.sgsocialsupport.com resource JNHfuC6LSEs;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"New Hope Community Services HQ Blk 148 Yishun Street 11   01-123
Singapore 760148 6305 9620 Website";https   www.sgsocialsupport.com resource JNHfuC6LSEs
Open Home Network;"The Open Home Network encourages and enables Singaporeans to open up their homes as a place of respite for people-in-crisis  PICs .
We designed a system to match PICs with our list of host families  together with their social worker. It is a micro initiative with a big goal of spurring Singaporeans on to normalise and practice hospitality by befriending a stranger and letting them in.
The issue of homelessness is a prevailing yet well-hidden problem in Singapore. It goes beyond the physical need of having a roof over one s head to the compromising safety and well-being of the individual. 
3 main categories of homelessness include 

People who sleep in public spaces due to a lack of permanent housing and accommodation
People who reside in shelters and hostels due to housing eviction  etc
People who live in overcrowded houses  who face family violence  or lack social support.

If untaken care of  the issue of homelessness could hinder an individuals  sense of identity  security and belonging  impairing their physical and mental health.
When the community comes together to support someone in crisis  we are able to provide and care for those in need in a more holistic and sustainable manner. 
To build a network of care and support around such Persons-in-crisis  PICs . We envisioned a re-energized  kampung spirit  - neighbourliness in action  where resources get pooled together to help the needy in an organic manner. To do so  we came up with a framework consisting of host families  community representatives  case managers  social workers and our beneficiaries - the PICs. We created an Open Home Toolkit to equip host families to better engage and care for themselves during their time hosting. We then called for host families to open up their homes and matched them according to the needs of our PIC referrals. Follow-ups and regular check-ins were conducted to ensure the well-being of both host family and PIC.";https   www.sgsocialsupport.com resource btKfwwfpbn2;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"OHN     Leaflet   OneMap   contributors   Singapore Land Authority 24 Sin Ming Lane
 06-100 Midview City 
S573970 hello@solvenplus.one Website";https   www.sgsocialsupport.com resource btKfwwfpbn2
