Name;Description;Link;Full Content;Who can apply;What to expect;How to apply;Contact;Source URL
Omega Program for Migrant Domestic Workers Brahm Centre;As primary caregivers in the community Migrant Domestic Workers MDWs are critical in supporting our fastageing population as it grows older. Employers too need to nurture healthy and stable relationships with their MDWs and improve the way they manage the MDWs.To that end Brahm Centre has introduced a caregiver program called Omega aimed at empowering MDWs in Singapore. Omega enhances their value to their employers and their overall welfare through the upgrade of skills of MDWs. In this way the MDWs are better able to assimilate into Singaporean culture and to build a stronger support network.This initiative will initially be focused on Burmese and Indianspeaking MDWs before being extended to other groups of MDWs.The program comprises classes and workshops includingConversational English classesConversational Mandarin classesCaregivingPersonal groomingSocial gatheringsBefriending activitiesDigital learning;httpswww.sgsocialsupport.comresourceFHk7R7BFC6;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Do you have any questions We would love to hear from you. Myanmar Citizens  65 8427 5196 Indian Citizens  65 98949505;"Omega Program for Migrant Domestic Workers  Brahm Centre   Leaflet  OneMap  contributors  Singapore Land Authority Blk 148 Simei Street 1 01121

 
S520148 6786 0800 Website";httpswww.sgsocialsupport.comresourceFHk7R7BFC6
Professional Counselling Oogachaga;One of our key services is professional counselling provided by a team of staff members and volunteers qualified in counselling social work and psychology.The counselling service was launched in 2000 with a focus on LGBTQ clients and LGBTQrelated issues.We work primarily with LGBTQ individuals couples and families including their nonLGBTQ family members and partners. We do this in a confidential and safe environment including the Oogachaga office and or using secure online platforms.Professional counsellorsOur team of professional counsellors come from diverse backgrounds all of whom adopt an approach that is guided by gayaffirmative practice Crisp 2007nbspand other LGBTQaffirming professional practices.nbspnbspCounsellors receive regular clinical group supervision. All staff members and volunteers are expected to abide by the Oogachaga Code of Ethics.Collectively our counsellors have experience working with clients on the following issuesSexual orientation and gender identityRelationships with family members and partnersMental health psychological wellbeing selfharm and suicideSexuality sexual behaviour and sexual healthPersonal issues including coping with school National Service and employmentOther issues including intimate partner violence addictions grief and loss;httpswww.sgsocialsupport.comresourceEcM4PtBu2f;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Counselling fees In order to cover our operating costs we charge a fee of 100 for each counselling session. If you are a fulltime student or National Serviceman on low income or in some financial need please let us know when you contact us. We would like to make our counselling services affordable and accessible to those who need it. We raise funds from the community to subsidy counselling fees for those who may need it. If you can contribute please also consider making a donation here . Requesting an appointment updated December 2023 Currently there is a 1 to 2 month wait for a professional counselling appointment due to high demand. Please continue to access the WhatsApp and Email counselling services while waiting for an appointment. We are very sorry for the inconvenience. To request a counselling appointment please submit an online form by clicking on the button below. We will email you within 3 to 5 working days so please check your email inbox  spam folder. Book Appointment;"Oogachaga   Leaflet  OneMap  contributors  Singapore Land Authority 57B Pagoda Street 
S059216 6224 9373 Website";httpswww.sgsocialsupport.comresourceEcM4PtBu2f
Project Roof TWC2;Under the law employers are required to continue to house their former employees till their cases are concluded and they go home or they have found a new job. In reality workers  in the hundreds and maybe thousands  find it impossible to stay on in company quarters. They report a climate of intimidation and constant fear that the company would send in strongarmed repatriation agents in the middle of the night seizing them and bundling them off to the airport against their will. These fears are not unfounded. TWC2 has heard many firsthand reports of such repatriation tactics. In any event it is entirely conceivable that some companies may try all means to avoid the cost of housing their workers by making it difficult for them to stay on.Workers who flee company accommodation may borrow money from friends and relatives to rent a bunk space. But there are some with neither willing friends or relatives in Singapore.Project Roof helps subsidise their rent. The men find their own accommodation  typically a bunk in a crowded tenement in Little India  and subject to eligibility criteria and financial limits set out in our programme we help pay for it.It goes without saying that there are far more workers in need of such assistance than we can provide. Consequently we apply strict criteria chief of which is the severity of a workers nbspinjury. Top of the queue would be those who have recently had major surgery or have suffered a serious injury compromising his mobility and ability to help himself.;httpswww.sgsocialsupport.comresource47P26jWPLGU;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Project Roof TWC2   Leaflet  OneMap  contributors  Singapore Land Authority 180B Bencoolen Street 0901
The Bencoolen 
S189648 Our office is open from 930am to 600pm Monday to Friday except public holidays. However we have a hybrid workfromhome arrangement and not all staff are in on all days. It is therefore advisable t 6247 7001 info@twc2.org.sg Website";httpswww.sgsocialsupport.comresource47P26jWPLGU
SG Accident Help Centre;"Sometimes its not that we Singaporeans dont care but we are a busy lot. If its not work its the family. If its not our family then its our handphone. Were simply overworked too tired and distracted to show that we care for our migrant brothers.
Maybe you are different. You can spare a couple of hours a week and want to do something to help these outofwork injured workers. Were here for you. Were here for the hurting and unemployed migrant workers too. So we know how you can help to relieve some of their pain.
Our Mission

Providing holistic care for injured Singaporeans and migrant workers in our community
Educating employed workers on workplace safety and injury prevention
Helping the jobless and injured to learn a new trade";httpswww.sgsocialsupport.comresourceQtQw7KvuteZ;No Content Found;Please contact the organisation for more details.;"THERAPY
We use physiotherapy occupational therapy and TCM to aid the recovery of injured migrant workers FOOD PROGRAMMES
For those who are hungry and cant afford to pay.
This assistance is geared towards workers who come for treatments at our office and those who arent very mobile largely confined to their dormitories. Transportation assistance
For hurt workers who are so badly injured they cant come for regular treatment on their own or dont have the MRTbus fare to get here.";Please contact the organisation for more details.;SG Accident Help Centre 6 Flanders Square 6291 0751 mailbox@sgaccident.org.sg Website;httpswww.sgsocialsupport.comresourceQtQw7KvuteZ
Sojourn The Salvation Army;We befriend and engage the male migrant worker community in Singapore to enhance their quality of life and improve the social integration between the local and migrant communities. We also advocate safe migration practices specific to migrant workers to reduce the risks of human trafficking and exploitation.;httpswww.sgsocialsupport.comresourceLhjY6HY5fTG;No Content Found;Please contact the organisation for more details.;"Counselling
Emotional support and counselling help migrant workers overcome isolation and depression. Skills Development
Basic English and computer skills are taught to boost their future employability chances. Soup Kitchen
Meals are provided to migrant workers who are in need. Recreational Activities
Various events and activities are organised to bring the migrant and local communities closer. Access to Support
Together with our partners we provide access to support in areas such as accommodation medical physiotherapy and advocacy services. Spiritual Care
Pastoral support and activities help uplift the lives of the migrant workers.";Please contact the organisation for more details.;"The Salvation Army   Leaflet  OneMap  contributors  Singapore Land Authority 14 Flanders Square 
S209301 6631 8900 sojourn@smm.salvationarmy.org Website";httpswww.sgsocialsupport.comresourceLhjY6HY5fTG
St. Andrews Migrant Worker Medical Centre;The Coronavirus Disease 2019 COVID19 pandemic highlighted the importance of medical care for everyone including ensuring the wellbeing of migrant workers in Singapore.The mission of St. Andrews Mission Hospital SAMH is to provide holistic care and healing to the underserved and disadvantaged.From 2012 till just before the start of the COVID19 pandemic St. Andrews Community Hospital a service of SAMH with support from St. Andrews Cathedral Medical Fellowship as well as volunteer doctors nurses and support staffnbspwas operating a regular free mobile clinic service for migrant worker dormitories.To provide better health care to migrant workers SAMH has partnerednbspthenbspEstate of Khoo Teck Puatnbspthe Estate ofnbspNg Teng Fong andnbspthe Singapore Business Federation Foundationnbsptonbspset up a purposebuilt andnbsppandemicreadynbspmedicalnbspcentrenbspoffering the fullrange of primary care services. St. Andrews Migrant Worker Medical Centre SAMWMC is the first of six medical centres for Migrant Workers that the Ministry of Manpower has planned as part of a new and integrated primary medical care plan for all migrant workers in Singapore.From 1 April 2022 employers must purchase a Primary Care Plan PCPnbspas part of work pass requirements for Work Permit and S Pass holders who live in dormitories or who work in the Construction Marine Shipyard and Process CMP sectors. SAMH is one of the PCP anchor operators.For the St. Andrews Migrant Worker Medical Centre Brochure please click here.For information on St. Andrews Migrant Worker Medical Centre and Primary Care Plan please click here.For Corporate User Guide to the Portal please click here.For Employee Excel Template please click here.For information on appointment booking please click here.For the Pinnacles SG App and User Guide please click here.;httpswww.sgsocialsupport.comresourceqb6wcg986A8;No Content Found;Please contact the organisation for more details.;Services Medical consultation and treatment Dental consultation and treatment Minor Surgery Mental Health Services Physiotherapy Occupational Therapy Vaccination services Xray services Laboratory services Swab services Pharmacy;Please contact the organisation for more details.;St. Andrews Migrant Worker Medical Centre Website;httpswww.sgsocialsupport.comresourceqb6wcg986A8
The Cuff Road Project TWC2;TWC2s free meals programme is called The Cuff Road Project. Begun in March 2008 it is the largest of TWC2s direct services. Other programmes are described in the section Care Fund Programmes.Based in Little India The Cuff Road Project offers a free breakfast and an ample dinner every weekday. On Saturday the meal provided is lunch. Our eligibility criteria are straightforward clients should be documented migrant workers who are out of a job.Why is there a need Migrant workers who are in dispute with their employers or are injured have no family here to fall back on. Although the law requires employers to provide upkeep and maintenance which in practice may be understood to mean accommodation and food the reality is that when the relationship has turned acrimonious employers may not fulfill their obligations willingly. Workers report facing enormous pressure to leave their dormitories. They also fear that continuing to stay in company housing exposes them to the risk of forcible repatriation before theyve received their due salaries or injury compensation. Many workers thus leave or are forced out of dormitories.They may have to borrow from friends to pay the monthly rent for a bunk. This leaves them with no margin to pay for adequate food. Especially when they are already injured poor nutrition may retard their recovery.TWC2s Cuff Road Project thus makes an important difference.On average we serve 400  500nbsp workers a day.TWC2s volunteers are stationed at the food point so that workers have someone to talk to and consult. We give advice on what rights and options they may have and how they can pursue their cases. Our volunteers also monitor their progress.The statistics that we compile from the cases we see at the Cuff Road Food Programme give us an overall picture of the kinds of difficulties and the scale of exploitation and abuse workers suffer. This knowledge informs our advocacy work.;httpswww.sgsocialsupport.comresourcerAwPE5d6c4;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"The Cuff Road Project TWC2   Leaflet  OneMap  contributors  Singapore Land Authority 180B Bencoolen Street 0901
The Bencoolen 
S189648 Our office is open from 930am to 600pm Monday to Friday except public holidays. However we have a hybrid workfromhome arrangement and not all staff are in on all days. It is therefore advisable t 6247 7001 info@twc2.org.sg Website";httpswww.sgsocialsupport.comresourcerAwPE5d6c4
The Greenhouse Community Services Ltd;The Greenhouse is a trauma and addiction recovery centre in Singapore for marginalised and vulnerable communities such as those who are LGBT ethnic minority HIV or formerly incarcerated. Our approach is datadriven evidencebased and traumaresponsive. In addition to helping our clients recover we advocate for competent and compassionate care in Singapore and empower caregivers in supporting loved ones who struggle with drugs or alcohol.Our team carries out an initial assessment with the service user toProvide basic addiction and recovery informationDetermine usage nature and patternExplore possible causes of addictionLay out different recovery optionsCreate a recovery plan together based on what is discoveredAssessment is carried out at the beginning of recovery and is repeated as required.;httpswww.sgsocialsupport.comresourcexKnaGTMfRgP;No Content Found;Please contact the organisation for more details.;PEER SUPPORT PROGRAMME Peer support is an evidencebased practice with proven results. Our trained volunteers offer psychosocial support to new clients who need help navigating the various recovery resources. Leveraging on lived experience our peer support volunteers share knowledge and model recovery to facilitate change. INDIVIDUAL COUNSELLING Counselling helps to address underlying issues that cause addiction in a personcentric manner. It is especially helpful in addressing acute issues or issues that may be too personal to address in a group setting. We provide inhouse counselling by professional counsellors. GROUP THERAPY Facilitated by trained professionals group therapy is an important means of examining the way we relate to ourselves and others so as to establish healthy and helpful ways of relating. This is especially important when the crutch of drugs and alcohol have been removed and acts as a future template for the ways we relate to others outside of a recovery setting. COMMUNITY ACTIVITIES A sense of connection is important to recovery and we emphasise community support as a means of ensuring that we do not feel alone in our struggles. We take great pains to foster a strong sense of community amongst our clients. Casual outings and festive celebrations help us safely build support networks that last. CHAT GROUP Our Greenhouse chat group provides a simple and convenient way to stay connected throughout the day. It is also a great way of getting support whenever we need to reach out for help. Checking in sharing recovery information as well as our daily victories and struggles helps us build healthy coping mechanisms that replace harmful behaviours. CASE MANAGEMENT Because recovery can be a complex long term process with many parts to it we have a robust case management process in place to Track progress of recovery Conduct periodic assessments with the service user Recommend adjustments to recovery plan as needed Prompt service users of steps that need to be taken Our case management service helps to simplify the process and provide a seamless experience of recovery from end to end. REFERRAL Referral to medical care that is accepting and nonjudgemental is an integral part of our integrated consultation strategy. These may include referral for Detox for heavy users who require medical supervision in order to safely stop using Testing andor treatment of HIV andor other sexually transmitted infections Assessment andor treatment of mental health conditions Traumaspecific counselling Other general health issues We have established professional referral arrangements with a network of relevant and reliable service providers. This helps to ensure that our customised interventions are holistic and integrated.;Please contact the organisation for more details.;The Greenhouse Community Services Ltd Website;httpswww.sgsocialsupport.comresourcexKnaGTMfRgP
Wednesday Clinic TWC2;In Singapore dispute resolution avenues for injury or salary claims are typified by a two or threestage process.For injury cases the first stage comprises administrative processes under the Ministry of Manpower keeping costs low for the claimant workers. Should one party disagree with the outcome of this stage an appeal can be made to the courts  this would be the second stage.For salary cases the first stage involves mediation organised by the Tripartite Alliance for Dispute Management TADM. If this proves fruitless the case moves on to the Employment Claims Tribunal ECT for adjudication. No legal representation is allowed at either TADM or the ECT.These initial stages in both injury and salary cases may not require much in terms of financial outlay by claimant workers though extensive casework support is often needed. Our Wednesday Clinic team provides this intensive support helping migrant workers overcome educational language or evidentiary disadvantages during these administrative stages. For example many are unable to calculate exactly how much they are owed or how to tease out arguments from whatever documents they have.It is when a case goes beyond the administrative stages to the High Court in the form of appeals that costs kick in. Most cases dont get this far but when they do the financial weakness of migrant workers becomes a barrier to accessing justice. They need legal representation and there are all sorts of costs to be borne e.g. filing fees production or extraction of documents forensic reports fees for expert witnesses etc.;httpswww.sgsocialsupport.comresourceRDwFW8W4H5G;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Wednesday Clinic TWC2   Leaflet  OneMap  contributors  Singapore Land Authority 180B Bencoolen Street 0901
The Bencoolen 
S189648 Our office is open from 930am to 600pm Monday to Friday except public holidays. However we have a hybrid workfromhome arrangement and not all staff are in on all days. It is therefore advisable t 6247 7001 info@twc2.org.sg Website";httpswww.sgsocialsupport.comresourceRDwFW8W4H5G
Whatsapp Counselling OogaChaga;This is Singapores only dedicated Whatsapp counselling services provided by trained volunteers for the LGBTQ community. These confidential services provide an active listening ear and emotional support for people who would like to share about issues troubling them such as sexuality identitynbsprelationships mental health and sexual health. We also provide information on LGBTQnbspcommunity resources and LGBTQaffirming professional resources. All staff members and volunteers are expected to abide by the Oogachaga Code of Ethics.The Whatsapp counselling service was launched in 2013. Chats are handled by a team of speciallytrained LGBTQ and LGBTQaffirming volunteers who will ensure the confidentiality of every call. The team is supported by experienced staff and volunteers and everyone is expected to adhere to our Code of Ethics for volunteers.;httpswww.sgsocialsupport.comresourceHHSgRqsExU5;No Content Found;As a queeraffirming counselling service based in Singapore with limited resources we would like to prioritise our support for the following client groups Clients who identify as lesbian gay bisexual transgender questioning queer or genderdiverse LGBTQ or Clients facing LGBTQrelated issues including parents spouses  family members of LGBTQ persons and Clients residing in Singapore  neighbouring countries Malaysia Indonesia  Brunei. Do add the Singapore dialling code 65 when contacting us from overseas. Or you can use our email counselling service too. Please note We apologise for the following Services are unavailable outside publicised hours WhatsApp service is only able to accept text messages not voice or video calls We are unable to receive SMS text messages through the WhatsApp service;OogaChaga provides confidential  anonymous emotional support for people on issues including sexuality identity relationships mental health and sexual health. We also provide information on LGBTQaffirming professional resources.;Whatsapp 8592 0609 text only httpswa.me6585920609 text only;"OogaChaga   Leaflet  OneMap  contributors  Singapore Land Authority 57B Pagoda Street 
S059216 Website";httpswww.sgsocialsupport.comresourceHHSgRqsExU5
