Name;Description;Link;Full Content;Who can apply;What to expect;How to apply;Contact;Source URL
CCF Training Grant NCSS Charities Capability Fund;CCF aims to enhance productivity operational efficiency governance and management capabilities of the exempt registered charities and IPCs;httpswww.sgsocialsupport.comresourceZqjpj4hELVd;No Content Found;All exempt and registered charities and IPCs are eligible to apply for the Fund unless otherwise indicated. Applicants must not receive any funding from other government sources for the same purpose for which CCF funding is sought unless specifically allowed. Approval of applications is subject to applicants complete submission of their latest Annual Report audited Financial Statements and Governance Evaluation Checklist on the Charity Portal. Training courses or projects that have commenced or purchases made including purchase contractsengagement letters which the charity entered into with the vendor before the submission and approval of the CCF application will not be eligible for funding.;Please contact the organisation for more details.;Submit applications online through go.gov.sgccftraininggrant at least 1 month before the commencement of the project.;NCSS Website;httpswww.sgsocialsupport.comresourceZqjpj4hELVd
Changi Foundation;Changi Foundation was launched in April 2012 to support and reach out to disadvantaged youths a social cause that CAG had supported since 2010. Each year CAG allocates a percentage of its net profit to the Changi Foundation to fund programmes and projects touching the lives of over 15000 youths over the years.;httpswww.sgsocialsupport.comresourceFzg5DbDPGd;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Changi Foundation Website;httpswww.sgsocialsupport.comresourceFzg5DbDPGd
CoLab4Good Fund NTU;"CoLab4Good Fund for Community Projects
The CoLab4Good Fund seeks to support meaningful groundup initiatives. It is an opportunity for NTU students to take action and create change.
Fulltime NTU students and registered NTU student organisations may apply for the grant and be awarded up to 1500 and 5000 respectively.
Projects must be organised by at least two students or two student organisations. For projects led together with nonNTU students NTU students must make up at least 50 of the project team.
Applications are open throughout the year.";httpswww.sgsocialsupport.comresourcejLyysA9XvZ3;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;CoLab4Good Fund NTU OCommE@ntu.edu.sg Website;httpswww.sgsocialsupport.comresourcejLyysA9XvZ3
Communities of Care Grant Sport Singapore;Looking for funding to bring a sports programme to the community you live or work inSportCares offers two types of Communities of Care COC grants to help individuals and organisations bring their programmes to the communities they serve.Key Focus Areas for COC GrantsEnabling Access Creating groundsup community initiatives to empower persons from vulnerable communities to thrive and have opportunities for meaningful engagement through sport.Fostering Learning Promote learning and conversations in the community bringing attention to sportbased efforts that are impactful in uplifting the lives of the underserved and the vulnerable in Singapore.Building Communities Build networks in neighbourhoods across Singapore using sport to reach and connect across social divides promote volunteerism and create a more inclusive sporting society.Desired Programme OutcomesWellness Participants experience increased psychological emotional and social wellbeing.Values Participants build positive values through sport.Inclusion Programme enhances a narrative of inclusion and strengthens bonds in the community.Active Lifestyle Programme increases engagement in physical activities and a healthy lifestyle.;httpswww.sgsocialsupport.comresourcefQY6TKty2Gp;No Content Found;Community based organisations;Types of COC Grants Starter Grant This grant based on a oneyear funding timeline aims to develop the capabilities of communitybased organisations to deliver sportbased development programmes and increase engagement in the community. It is renewable yearly up to a maximum of three years and renewal assessment will be based on key performance indicators during past grant timelines. Development Grant This grant will be based on a threeyear funding timeline with the funding quantum decreasing each year. To ensure continuity after the initial grant timeline we encourage potential grantees to bring on board corporate partners or donors who can work with them to provide longer term funding support.;To submit your application please follow the steps below. Step 1  Read the COC Grant Infokit Step 2  Complete the COC Grant Supporting Details Form Step 3  Complete the COC Grant Application Form  You will be asked to attach the completed COC Grant Supporting Details form see Step 2 when submitting this form;"Sport Cares   Leaflet  OneMap  contributors  Singapore Land Authority 3 Stadium Drive  
S397630 sportcares@sport.gov.sg Website";httpswww.sgsocialsupport.comresourcefQY6TKty2Gp
Community Capability Trust CCT NCSS;The Community Capability Trust CCT is a Charitable Trust set up to strengthen our social service agencies SSAs capabilities and capacities so that SSAs can deliver better service outcomes to their users. Through the CCT MSF and NCSS hope to raise awareness of the importance of a strong social service sector and encourage donors to support SSAs in their capability and capacitybuilding efforts in addition to supporting their social service programmes.;httpswww.sgsocialsupport.comresourceFGGDv3vCu5z;No Content Found;All NCSS members and MSFfunded social service agencies are eligible to apply for the CCT. SSAs who have received funding under existing schemes will also be eligible to apply for the CCT. However projects must not receive double funding i.e. SSAs cannot tap on both CCT and other grantsfunding for the same project.;The Transformation Sustainability Scheme TSS is the latest scheme under CCT. TSS provides targeted funding support in key areas of People Practice Volunteer Management Innovation and Digitalisation. This is the first time social service agencies will be able to apply for funding support in a variety of areas. Other support under CCT TechandGO Go  Grow Digital  customised and larger scale digital solutions Open Grant  other SSAinitiated capability building projects e.g. strategic reviews rebranding exercises People Practice and Volunteer Management Consultancy Grant  80 cofunding. For People Practice up to 36000. For Volunteer Management up to 24000 Project Implementation  80 cofunding up to 140000. For both Consultancy Grant and Project Implementation the combined grant will be up to 200000 in total  Additional Funding for Tech Support  80 cofunding up to 30000 Board Leadership Financial Sustainability Evaluation  Research  Additional Funding for Tech Support  80 cofunding up to 30000 TechandGO Go  Grow Digital 3 year funding  Go Digital  up to 300000 per project  Grow Digital  up to 450000 per project Open Grant  Capability building up to 200000SSAtranche  Collaboration up to 400000 per application;Apply online at httpsoursggrants.gov.sggrantscctinstruction FAQs can be found at httpswww.ncss.gov.sgdocsdefaultsourcencssdocumentsandformscctcctfrequentlyaskedquestions.pdf;NCSS Website;httpswww.sgsocialsupport.comresourceFGGDv3vCu5z
Community Care Research Grant Agency For Integrated Care;The Community Care Research Grant CCRG previously known as the Intermediate and LongTerm Care ILTC Research Grant 20162018 provides support for research ideas from the Community Care sector to generate new knowledge and transform care.Uses of the FundThis grant is designed to fund items used directly for the specific research project. Salaries for PIs CoIs or collaborators conference fees and costs of travel to and from conferences will not be supported.Proposal ObjectivesResearch proposals must be aimed at gathering new generalizable knowledge such as understanding the epidemiology of health and social conditions relevant to older adults understanding the lived experiences of older adults understanding the impact of changing demographics and social structure on ageing in Singapore modelling relevant health or social outcomes to identify modifiable determinants or predictors understanding the experiences of community care service providers and rigorous evaluations of programmes that yield generalizable conclusions that may inform programme design elsewhere. Proposals that are not researchfocused will not be considered. This funding mechanism will also not support the hiring of additional manpower to deliver a current service expanding or improving physical facilities in a community care organisation quality improvement projects development of a technology eg. manufacturing cost for a prototype or evaluation of an existing service or pilot programme. There are other funding sources for these activities. Additionally research studies that do not involve data collection in Singapore will not be considered for the grant.Timeline and DeliverablesThe grant quantum will be computed based on the resources required for the completion of the research project. Proposed studies should take no more than 1 to 2 years to complete. Proposals must describe quarterly milestones that will be met for the duration of the project. Project deliverables must also be clearly stated.AIC will actively monitor the progress of successful grantees. Grantees are expected to provide annual progress reports and a final report at the end of the study.;httpswww.sgsocialsupport.comresourcepQHtnKq7Z8m;No Content Found;Eligibility Criteria Investigators Principal Investigators PIs must be employed by a Singaporeregistered notforprofit or private entity that provides intermediate or longterm services and supports to older adults. Institutions providing community care services that are in line with the Singapore Ministry of Healths licensing or service requirements may apply to the Community Care Research Grant. Community hospitals nursing homes hospices home care providers and centrebased care providers are eligible. Other organizations are not eligible. There are no nationality or citizenship requirements but the PI must spend at least 75 of his or her time in Singapore. The PI is expected to lead the research project. Collaborators or CoInvestigators CoIs may be from other Community Care providers the Regional Health Systems public or private hospitals family medicine clinics polyclinics or private clinics academia social service agencies or private companies.;;Grant applications are accepted on a rolling basis. Interested applicants should submit their research proposals using the CCRG Core Application Form via the OurSG Grants portal here . Applicants will need to liaise with their organisations CorpPass holders to complete their submissions. Documents for download 1. StepbyStep Application Instructions 2. Frequently Asked Questions FAQs 3. CCRG Core Application Form Proposals will be assessed on the following domains Relevance Impact Novelty Scientific Merit Tractability;"CCRG secretariat   Leaflet  OneMap  contributors  Singapore Land Authority No.5 Maxwell Road
1000 Tower Block
MND Complex 
S069110 Mon  Fri 8.30am to 5.30pm 1800 650 6060 researchgrant@aic.sg Website";httpswww.sgsocialsupport.comresourcepQHtnKq7Z8m
Community Foundation of Singapore;We work with charitable organisations to fund programmes that serve a diverse range of community needs in Singapore. These include accessing quality education ageing well climate and environment improving employability mental wellbeing etc.;httpswww.sgsocialsupport.comresourcegJat2wAPGBC;No Content Found;At the Community Foundation of Singapore CFS we recognise the critical role of funding in enabling charities to achieve their social missions. We provide grants to reputable and transparent charities in Singapore through funds set up by our donors. The process of applying for charitable grants may appear daunting but we are here to guide you through the process. Please read this page carefully before starting your application. To be eligible for a grant charities must Have Institution of Public Character IPC status.IPCs demonstrate strong governance and can facilitate taxdeductible donations. Be secular and nonpolitical.Charities must not promote nor denounce religious or political causes. Be based in Singapore.Charities applying for grants must be registered in Singapore and meet the community needs here. Fall within CFSs mandate.Charities should have a mission and vision that is aligned with CFSs identified causes. Demonstrate a positive outcome.Charities must have a programme or purpose that can demonstrate benefits for the Singaporean community andor the environment.;Please contact the organisation for more details.;CFS offers four categories of charity grants tailored to meet various philanthropy objectives. Each type of grant application will undergo its own unique evaluation process. Contact CFS through httpscf.org.sgcontactgetintouch;Community Foundation of Singapore Website;httpswww.sgsocialsupport.comresourcegJat2wAPGBC
Community Integration Fund MCCY;"Projects should satisfy at least one of the following objectives to be considered for CIF funding

Provide information and resources on Singapore e.g. by raising awareness of local history cultures as well as social norms.
Encourage emotional attachment to and involvement in Singapore e.g.  by introducing immigrants to volunteerism opportunities and ways to connect with the wider Singaporean society.
Encourage social interaction between locals immigrants and foreigners e.g. by offering platforms for people to interact and build relationships around common interests.
Promote a positive mindset towards integration e.g. by deepening mutual understanding.";httpswww.sgsocialsupport.comresourceK6LVEMC9Rzt;No Content Found;Funding applications are open to Singaporeregistered organisations including companies and trade unions. Individuals should apply for the CIF through a registered organisation company or trade union.;Please contact the organisation for more details.;Please contact the organisation for more details.;Community Integration Fund MCCY nicsecretariat@mccy.gov.sg Website;httpswww.sgsocialsupport.comresourceK6LVEMC9Rzt
Cultural Matching Fund National Arts Council;Established by MCCY the Cultural Matching Fund CMF provides dollarfordollar matching grants for private cash donations to registered charities in the arts and heritage sector. The CMF aims to encourage giving to our arts and heritage sector. This will create a more sustainable arts and heritage scene and one in which more people in Singapore have a stake.The National Arts Council is the appointed Secretariat for the administration of the CMF.;httpswww.sgsocialsupport.comresourceZNcFpuUBGBz;No Content Found;Only Arts and Heritage Charities and IPCs are eligible for the CMF. These principally include the Charities and IPCs classified by the Commissioner of Charities to be primarily engaged and operating in the arts and heritage sector. The CMF Secretariat may also consider other exceptional Charities and IPCs that conduct significant arts and heritage activities such that they contribute to the benefit of the arts and heritage sector to be eligible for the CMF on a case by case basis.;Please contact the organisation for more details.;Applications should be submitted via OurSG OSG Grants Portal at httpsoursggrants.gov.sg . Contact the CMF Secretariat at cmf@nac.gov.sg for enquiries. View the guide to using the OSG Grants Portal to apply for CMF;National Arts Council Website;httpswww.sgsocialsupport.comresourceZNcFpuUBGBz
DBS Foundation Grant Programme;The DBS Foundation Grant Award is a programme to recognise reward and support businesses for impact both Social Enterprises and Small and Mediumsized enterprises SMEs.;httpswww.sgsocialsupport.comresourceHvhJwPr9wud;No Content Found;Social enterprises and SMEs that have innovative solutions to tackle critical social or environmental issues creating impact for the wider community outside of the company;Recognition  Be awarded as a businessthat has a purpose and is creating positive impact Funding  Receive up to SGD250000 in grants to scale Community  Be inspired and learn from the DBS Foundation community of impact makers Connect  Opening doors to networking and business opportunities Resources  Get access to new skills to build capacity DBS banking support and integrate with the Bank Exposure  Bring awareness to your business and impact on DBS and other platforms;Apply online through the website .;DBS Website;httpswww.sgsocialsupport.comresourceHvhJwPr9wud
