Name;Description;Link;Full Content;Who can apply;What to expect;How to apply;Contact;Source URL
Caregiving Programmes Care Corner;Caregiving ProgrammesSpecially curated courses to share practical tips with caregivers of persons living with dementiaCaregiving Foundational Course  Embarking the JourneyA foundational 5session course curated for new caregivers. The sessions aim to equip caregivers onUnderstanding dementiaManaging challenging behavioursPurposeful and meaningful engagementCommunicating with persons living with dementiaSelfcare for caregiversHeld fortnightly across 3 months the sessions are 1.5 hours in duration and held bilingually in English and Mandarin.To register click here httpsforms.office.comrn3pCE6bz4CThere is a registration fee of 10. Participants are encouraged to commit to at least 3 out of 5 sessions.;httpswww.sgsocialsupport.comresource9BpdaqJQBUE;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Care Corner 6258 6601 tp.cs@carecorner.org.sg Website;httpswww.sgsocialsupport.comresource9BpdaqJQBUE
Caring Heart Program Nam Hong Welfare Service Society;Caring Heart Program is one of the main programs in Nam Hong Welfare Service Society. It was initiated for the elderly in 2014 after discovering that there were many seniors either staying alone with no family support or struggling to make ends meet. They required support and assistance in many areas to maintain a reasonable quality of life.Afterlife CareAs the number of elderly aged 65 or older who live alone rises the demand for afterlife care rises especially for the disadvantaged. Many worry about the state of their affairs beyond their lifetime.Since 2014 Nam Hong Welfare Service Society provides pro bono funeral service fornbspelders who have no dependents and are from lowincome backgroundsnbspso that they can continue living with a peace of mind and ease of heart.Our beneficiaries are fromnbspdifferent racial backgrounds and ethnic groups and we support funeral services ofnbspall religions.Ration and Home visitsCaring Heart Volunteer Corp conductsnbspperiodic home visits to deliver ration and subsistence while offering care and assistancenbspto the disadvantaged elderly struggling to make a living at the edge of the society. Ration and cash handouts are also distributed to these elderly annually during festive seasons through organised dinners.;httpswww.sgsocialsupport.comresourceQnWVH2cfDS6;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Caring Heart Program Nam Hong Welfare Service Society   Leaflet  OneMap  contributors  Singapore Land Authority Blk 111 Yishun Ring Road 01375 
S760111 6257 9192 cares@namhongwelfare.sg Website";httpswww.sgsocialsupport.comresourceQnWVH2cfDS6
COPE City Harvest Community Services Association;The COPE programme was initiated by Southeast CDC in 1999 as a befriending programme reaching out to the elderly residing in HDB estates ensuring that while they are living independently they are not socially isolated.COPE volunteers reach out to some 500 silvers staying within 21 blocks in Mountbatten estate and 10 blocks in Tampines North.In 20222023 we aim to recruit enough volunteers to visit these seniors at least once a month.;httpswww.sgsocialsupport.comresource3AKuxGJ5GsZ;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"COPE City Harvest Community Services Association   Leaflet  OneMap  contributors  Singapore Land Authority 12 Pine Close 0185 
S391012 Website";httpswww.sgsocialsupport.comresource3AKuxGJ5GsZ
Day Care Service Apex Day Rehabilitation Centre For Elderly;The Day Care program features different activities each day that includes a range of activities and services such as meal preparation medication management physical and occupational therapy recreational activities and socialization.The goal of the day care program is to provide the necessary support and assistance to elderly to help them maintain their independence improve their overall wellbeing and prevent social isolation.;httpswww.sgsocialsupport.comresourceEFQBATE4w76;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Contact them through the website  Apex Day Rehabilitation Centre For Elderly;"Apex Day Rehabilitation Centre For Elderly   Leaflet  OneMap  contributors  Singapore Land Authority Block 119 Bukit Merah View
018551 
S152119 Mondays to Fridays 800 am to 530 pm
Closed on Saturdays Sunday and public holidays. Website";httpswww.sgsocialsupport.comresourceEFQBATE4w76
Day Hospice HCA Hospice Care;Our day hospices see to our patients needs away from home catering to patients who are relatively mobile and do not require 24hour nursing assistance. Patients spend a part of the day at our centre offering respite to caregivers. Various activities are organised by our staff and volunteers to keep our day hospice patients occupied and allow for social interaction.These activities include but are not limited to light exercises and physiotherapy music therapy art and craft sessions petassisted therapy and outings to places of interest.;httpswww.sgsocialsupport.comresource4kZcAhTwhke;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Attendance at our day hospices including twoway transport meals and activities are provided at no charge. To attend our day hospice patients have to be referred to HCA by their doctors who should complete a patient referral form or be referred by our home hospice team. Submit Form;"Kang Le Day Hospice   Leaflet  OneMap  contributors  Singapore Land Authority Blk 2 Marsiling Drive 0121 
S730002 Website Oasis@Outram Day Hospice   Leaflet  OneMap  contributors  Singapore Land Authority 10 Hospital Blvd 0201 Outram Community Hospital 
S168582 Website";httpswww.sgsocialsupport.comresource4kZcAhTwhke
Dorcas Home Care Service Presbyterian Community Services;Supports frail and homebound Singaporeans and Permanent Residents aged 55 years and above to ageinplace through home help services such as our Medical Escort amp Transport MET Meals On Wheels MOW and Interim Caregiver Service ICS.Our ProgrammesMeals on Wheels MOWWe provide meal deliveries to homebound seniors who are unable to buy and prepare their own meals and do not have a caregiver to help them to do so. Our staff and volunteers check on their wellbeing while making their daily deliveries.Medical Escort and Transport METWe provide escort services for frail elderly who have difficulty getting to their medical appointments on their own. Our dedicated home care staff accompany them on this journey to ensure their health care needs are met. Our vans are also equipped with a wheelchairaccessible ramp and power lift.Interim Caregiver Service ICSWe provide personal home care for seniors during the transitional period between their discharge from hospitals and until longterm arrangements such as the arrival of a helper or a daycare placement are in place.;httpswww.sgsocialsupport.comresourcetrStejZpE28;No Content Found;Singapore Citizens or Permanent Residents Aged 55 and above Living alone or with another frail caregiver and is without a regular caregiver during the day We serve the residents of the southwest district covering Queenstown Commonwealth Clementi Buona Vista West Coast Jurong and NorthEast Region MET only;Charges Applicants will be subjected to a meanstesting procedure to determine how much subsidy they qualify for. Application Procedure Applicants are referred by the medical social workers to the Agency of Integrated Care AIC before they are channelled to us for assessment.;Please contact the organisation for more details.;"Michael Foo   Leaflet  OneMap  contributors  Singapore Land Authority Blk 105 Jalan Bukit Merah 011912 
S160105 Monday  Friday 8.30am  5.00pm
closed on Sundays and Public Holidays 6377 5183 dorcsashcs@pcs.org.sg Website";httpswww.sgsocialsupport.comresourcetrStejZpE28
ElderAid Singapore Red Cross;ElderAid is a befriending and wellness programme that reduces vulnerability and enhances resilience to achieve a community ageinginplace. Every fortnight our community volunteers conduct befriending home visits to engage seniors on their needs and to reduce vulnerability. Whenever there are unmet needs the volunteers will help to direct the seniors to appropriate social services. ElderAid opens doors to various assistance schemes that are already available in the neighbourhood as well as signature Red Cross services such as Community FirstAid FoodAid and TransportAid. In addition  community volunteers conduct regular social calls and recreational wellness activities for seniors living alone.;httpswww.sgsocialsupport.comresourcecMsbeFYGfz;No Content Found;Elders who live on their own;Please contact the organisation for more details.;Contact Red Cross through phone 65 6664 0500 or email community.resilience@redcross.sg;"Singapore Red Cross Society   Leaflet  OneMap  contributors  Singapore Land Authority 6 Fort Canning Rd
0208 YWCA 
S179494 Mon  Fri 10am  5pm 6664 0500 community.resilience@redcross.sg Website";httpswww.sgsocialsupport.comresourcecMsbeFYGfz
Elderly Outings YWCA;YWCAs Elderly Outings are an offshoot of its mainstay MealsonWheels for ElderlyPersons with Disabilities programme.Since 2013 YWCA has aimed to meet not only the physical but also the socioemotional needs of our elderly beneficiaries through organised outings every alternate month. These outings range fromMovie Lunches featuring local Cathay film classics in collaboration with the Asian Film Archive held at the YWCA Fort CanningVisits to sites of cultural significance such as the Malay Heritage Centre and National MuseumPlaces of interest like the Esplanade and Singapore FlyerAnd scenic spots such as Gardens by the Bay and Botanic Gardens.By providing such supplementary services YWCA seeks to create opportunities for elderly living alone in rental flats to socialise improve their wellness by being out of the house and to find renewed purpose and engagement by interacting and sharing their lived knowledge with volunteers and other elderly alike.Most of the programmes are extended to wheelchairbound elderly and disabled and all are free for participating MealsonWheels beneficiaries.;httpswww.sgsocialsupport.comresourceYSmNuKExE8;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Young Womens Christian Association   Leaflet  OneMap  contributors  Singapore Land Authority 254 Outram Road 
S169051 6223 1227 ywcavolunteer@ywca.org.sg Website";httpswww.sgsocialsupport.comresourceYSmNuKExE8
Elderly Programme EQUAL;This is a psychosocial care programme that aims to improve the emotional wellbeing and mobility of seniors in institutionalised homes through a combination of PersonCentred Care and AnimalAssisted Learning.;httpswww.sgsocialsupport.comresourceSSYeR8eyq7q;No Content Found;Elderly aged 65 and above especially those with dementia and depression living in institutions or the community.;"Programme Structure
10 weekly sessions
Each session is 2 hours long
Weekdays or weekends";Please contact the organisation for more details.;"EQUAL   Leaflet  OneMap  contributors  Singapore Land Authority 100 Jalan Mashhor 
S299177 6904 0422 info@equal.org.sg Website";httpswww.sgsocialsupport.comresourceSSYeR8eyq7q
Eldersitter Programme Caregiving Welfare Association;"We are looking for passionate groups who can commit to our befriending programme. 
Volunteers would be trained inhouse and be assigned to households fortnightly. The aim of the programme is to provide companionship and engagement to our seniors at home. 
If you are keen to find out more about our Eldersitter programme please feel free to contact our friendly staff at 6466 7996 or email us at contact@cwa.org.sg";httpswww.sgsocialsupport.comresourceSdRFA86YyhC;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Caregiving Welfare Association 6466 7996 contact@cwa.org.sg Website;httpswww.sgsocialsupport.comresourceSdRFA86YyhC
Enhancement for Active Seniors EASE AIC;"Falls are common causes of elderly injuries at home. To help you or your loved one to move around safely at home consider installing special tools around the house can help prevent falls.
The Housing and Development Board introduced Enhancement for Active Seniors in 2012 to subsidise home modifications so that older residents can live at ease in their own homes.
This is what you can install in your flat through the EASE programme

Slipresistant treatment to floor tiles in up to two bathrooms or toilets
Grab bars in the flat eight or 10 grab bars for the first toilet and six grab bars for the second toilet
Up to five ramps in the flat andor at the main entrance  if it is doable";httpswww.sgsocialsupport.comresourceAw8LwpX4Pcf;No Content Found;"How to Qualify If you are applying for EASE these are the criteria
Either You must be a Singaporean flat owner with a member of your family living with you who is 65 years and older.
Or You must be a Singapore flat owner with at least one household member between the ages of 60 and 64 who needs help with one or more of the Activities of Daily Living. These include Washing Dressing Feeding Toileting Mobility Transferring";Please contact the organisation for more details.;Method 1 If your block of flats is undergoing HDBs Home Improvement Programme HIP you can apply for EASE through this programme. Note that in this case residents do not need to meet the age criteria to be eligible for the upgrades. Method 2 Visit EASE Direct Application eService Method 3 Via Mobile@HDB Method 4 Download and complete the forms provided on the EASE Direct Application eService webpage Complete this Assessment Report and get a doctor to endorse this report;Agency of Integrated Care Website;httpswww.sgsocialsupport.comresourceAw8LwpX4Pcf
Free Haircut Service for Senior Citizen Ascending Hope Community Services;"Free Haircut Service for Senior Citizen
Time Sunday 10am1230pm monthly
In collaboration with renown hairstylists Eddie Tan and Vince Toh of Xpect hair salon. They also head a group of trained volunteers from Ascending Hope providing them with the skills to provide senior citizens of Whampoa with free haircut services.";httpswww.sgsocialsupport.comresourcesk7Pe3Z5zPS;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Ascending Hope Community Services   Leaflet  OneMap  contributors  Singapore Land Authority 37 Jalan Pemimpin 0703 Mapex Building 
S577177 8876 2225 admin@ascendinghope.org Website";httpswww.sgsocialsupport.comresourcesk7Pe3Z5zPS
