Name,Description,Link,Full Content,Who can apply,What to expect,How to apply,Contact,Source URL
Breast Cancer Support Group (SGH),The Breast Cancer Support Group was formed in 1992 and now has about 30 former patients who volunteer to provide counselling and psychological support for breast cancer patients and their family members and caregivers. Members will also work closely with the Reach to Recovery Mastectomy Support Group of the Singapore Cancer Society to plan and facilitate programmes. The Breast Care Support Group meets monthly.,https://www.sgsocialsupport.com/resource/dvhnThuKFTw,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,Breast Cancer Support Group (SGH) 6321 4474 Website,https://www.sgsocialsupport.com/resource/dvhnThuKFTw
Breast Care Support Group (CGH),"Breast Care Support Group
Thanks to more early recognition and better treatment options, breast cancer survival rates are constantly improving. It is important to us to accompany and support these patients in order to reduce suffering and improve the quality of life during and after their treatment.
The Breast Care Support Group aims to reach out to breast cancer patients who have been newly diagnosed with the condition and are currently undergoing treatment.
We hope that through various sharing by our multidisciplinary team (medical social workers, breast care nurses, physiotherapist, psychologist, dietitian and pharmacist) and support from group members, the journey breast cancer patients go through, can be more positive and enriching.
Time: Every last Saturday of the month from 0930hrs – 1100hrs from March to October 2019
Venue: Tutorial Rooms 1 and 2, Training Centre, Main Building
Activities

Helpful exercise
Healthy diet
Medication used in breast cancer treatment
Self-care activities
Self-awareness
Stress management
Enhance communication skills
Share and learn from one another",https://www.sgsocialsupport.com/resource/jE5FWj--ZWV,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,Ms Aiyu/MSW 6850 1720 Website Sister Thai/Breast Centre 6936 6304 Website,https://www.sgsocialsupport.com/resource/jE5FWj--ZWV
Breast Support Group (NCIS),"The Breast Support Group is coordinated and facilitated by trained oncology nurses from the Oncology Nursing Division of the NCIS. Established in 2001, the group is made up of survivors, patients, their primary caregivers and NCIS nurses. It is open to patients affected by breast cancer.",https://www.sgsocialsupport.com/resource/3AEqwGzJR6g,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,Breast Support Group (NCIS) ncis_survivorship@nuhs.edu.sg Website,https://www.sgsocialsupport.com/resource/3AEqwGzJR6g
Breastfeeding Mothers' Support Group,"BMSG’s vision is a vibrant and inclusive community of breastfeeding mothers who find emotional support, encouragement, companionship and information among like-minded peers in the organisation. BMSG also envisions a Singaporean community where breastfeeding is normalized as an essential part of society’s fabric.",https://www.sgsocialsupport.com/resource/GcTkxkUcZVY,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,"Breastfeeding Mothers' Support Group + − Leaflet | OneMap © contributors | Singapore Land Authority SCWO, 96 Waterloo St, #02-04 
S187967 6339 3558 office@breastfeeding.org.sg Website",https://www.sgsocialsupport.com/resource/GcTkxkUcZVY
Burns Support Group (SGH),,https://www.sgsocialsupport.com/resource/yu4NxFVtTRr,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,Burns Support Group (SGH) Website,https://www.sgsocialsupport.com/resource/yu4NxFVtTRr
Cardiac Arrest Survivors’ Club (Singapore Heart Foundation),"The Cardiac Arrest Survivors’ Club is a support group for cardiac arrest survivors and their caregivers. We aim to provide a safe space that supports cardiac arrest survivors rebuild their lives. We are a peer-led support group for survivors, by survivors. We host a variety of activities, including discussions, nature walks, makan sessions and much more.Our partners include the Singapore Heart Foundation, Duke-NUS Medical School, UPEC, SingHealth and SCDF.",https://www.sgsocialsupport.com/resource/wYMXVrfGALS,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,Cardiac Arrest Survivors’ Club (Singapore Heart Foundation) survivors@heart.org.sg Website,https://www.sgsocialsupport.com/resource/wYMXVrfGALS
CARe Programme (NNI),"The Dementia Support Group is organised by the National Neuroscience Institute (NNI) CARe team. It is intended for care partners who are taking care of people with young onset dementia. The dementia-related topics will be conducted in English.
The support group aims to equip care partners with information to understand more about dementia. Through this, care partners will be able to provide better support to the people with the condition. In these sessions, participants will be able to share their experiences and tips with fellow care partners.",https://www.sgsocialsupport.com/resource/N59bggHYXzc,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,"NNI 9656 8078 mei_mei_nyu@nni.com.sg Website NNI @ SGH Singapore General Hospital
Outram Road
Singapore 169608 Monday to Friday: 8.00am to 6.00pm
Saturday: 8.00am to 1.00pm
Sunday, Public Holidays: Closed 6321 4377 appointments@sgh.com.sg NNI @ TTSH National Neuroscience Institute
11 Jalan Tan Tock Seng
Singapore 308433 Monday to Wednesday, Friday: 8.00am to 5.30pm
Thursday: 8.00am to 5.00pm
Saturday, Sunday, Public Holidays: Closed 6330 6363 appointments@nni.com.sg",https://www.sgsocialsupport.com/resource/N59bggHYXzc
Caregiver Support - ABLE,ABLE’s Respite Centre supports family caregivers through providing regular quality programmes and services for both caregivers and care recipients.&nbsp;ABLE’s support groups play an important role in engaging caregivers and providing respite from caregiving duties. We also host annual family caregiver retreats and appreciation events to acknowledge the individuals caring for the physically challenged. These activities are conducted to give caregivers a sense of community and to bond through shared experiences.&nbsp;,https://www.sgsocialsupport.com/resource/wPf2xaHtkSb,No Content Found,Please contact the organisation for more details.,"Respite Services for Caregivers ABLE’s  programmes and services aim to support family caregivers through a Family Centric approach. The care recipient has to be first taken care of by professionals before the family caregiver is able to consider seeking respite. We support family caregivers and their physically challenged care recipients with centre- based  programmes. These programmes are run by ABLE’s Programme and Healthcare teams and trained volunteers. Support Groups Our family caregivers experience respite through self-enrichment workshops, information talks and interest groups. Through these programmes, the caregivers are given opportunities to discover and explore their own interests. As family caregivers interact with each other during programmes and activities, they have an opportunity to form informal support and social networks which would help boost their own resilience in the face of caregiving difficulties. Family Caregiver Toolkit Interested to find out more about caregiving and locate the resources to help? Kindly drop us an email at enquiries@able-sg.org to gain access to ABLE’s Family Caregiver Toolkit.","To apply for ABLE’s caregiver support programmes, please download the registration form and submit the completed form by email to enquiries@able-sg.org .","ABLE + − Leaflet | OneMap © contributors | Singapore Land Authority 7A Lorong 8 Toa Payoh, #02-09 Agape Village 
S319264 6801 7460 enquiries@able-sg.org Website",https://www.sgsocialsupport.com/resource/wPf2xaHtkSb
Caregiver Support Group (Care Corner),"Caregiver Support Group 
Through monthly support group sessions and respite programmes, caregivers learn tips on caregiving and receive emotional support in their caregiving journey
Monthly Support Group Sessions — ‘Journeying Together’
Caregivers meet monthly to share on a variety of topics. Examples of topics include:

Advanced care planning
Lasting power of attorney
Engagement and reminiscence with persons living with dementia
Improving home environments for persons living with dementia

Each session lasts 1.5 hours and is held either in-person or online. Sessions are held bilingually in English and Mandarin. These sessions are free of charge.",https://www.sgsocialsupport.com/resource/TQb42qBWqYU,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,"Care Corner + − Leaflet | OneMap © contributors | Singapore Land Authority Blk 62B Lor 4 Toa Payoh #02-121 
S312062 6258 6601 tp.cs@carecorner.org.sg Website",https://www.sgsocialsupport.com/resource/TQb42qBWqYU
Caregiver Support Group (Caregiving Welfare Association),"The Caregiving Welfare Association (CWA) was established with the mission to improve the quality of life of elderly through dependable direct services, and to inculcate a generation of responsible and knowledgeable caregivers in an ageing population. Its services broadly fall under these three areas - Elderly Wellness &amp; Social Support, Welfare Support and Education &amp; Awareness.  
As part of the Caregiving Welfare Association (CWA) efforts to reach out to family caregivers, we encourage family caregivers to join us at our monthly caregiver support group sessions. 
Very often, caregivers are unaware of where to seek assistance from, many individuals end up bearing the heavy burden of looking after their loved ones themselves and suffering in silence. This affects them emotionally, physically and mentally – resulting in caregiver burnout at the end of the day.
We believe that there are many benefits which caregivers could gain from by participating in such group work. For example, individual gains mutual support from one another, and through the sharing of personal experiences, one could learn how to manage or even overcome such struggles eventually.
CWA currently runs three caregiver support groups for family caregivers to connect with one another – two English support groups (Art therapy and Mindfulness) and one Mandarin pilot support group. The English Art therapy support group session is conducted by our Art Therapist, Ms Jeanette Chan, and it will be held once a month on a Saturday morning from 9.30am to 11.30am. As for the English Mindfulness-based support group session, it will be conducted by Ms Erin Lee (Mindfulness Coach) once a month on a weekday from 2.30pm to 4.00pm. For the Mandarin pilot support group, this is catered for Mandarin-speaking caregivers. Currently, this session is conducted by an Art Therapist, Ms Ng Jue Ann, and runs once a month on a weekday afternoon from 2.30pm to 4.00pm. All three support group sessions are held at our CWA HQ located at Blk 3 Ghim Moh Road.",https://www.sgsocialsupport.com/resource/V2n5mCvETTB,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,Caregiving Welfare Association 6466 7957 contact@cwa.org.sg Website,https://www.sgsocialsupport.com/resource/V2n5mCvETTB
Caregiver Support Group (Dementia Singapore),"Caregiver Support Group provides an opportunity for respite while meeting other caregivers in a similar situation to share caregiving experiences and practical tips, learn about dementia, and discover resources in a relaxed and safe environment.
Sessions are conducted in English, Mandarin and Malay for two hours, consisting of a talk by guest speakers and sharing session amongst caregivers.",https://www.sgsocialsupport.com/resource/M2cLryD7bAf,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,"CSS + − Leaflet | OneMap © contributors | Singapore Land Authority Caregiver Support Services
20 Bendemeer Road, #01-02, BS Bendemeer Centre, Singapore 339914 
S339914 Mon - Fri: 9 am–6 pm
Sat - Sun: Closed 6377 0700 registration@dementia.org.sg DSC + − Leaflet | OneMap © contributors | Singapore Land Authority Dementia Social Club
298 Tiong Bahru Road, #10-05, Central Plaza, Singapore 168730 
S168730 Mon - Fri: 8:30 am–5:30 pm
Sat - Sun: Closed registration@dementia.org.sg Helpline Monday–Friday, 9am–6pm
Saturday, 9am–1pm 6377 0700 Website JP + − Leaflet | OneMap © contributors | Singapore Land Authority New Horizon Centre (Jurong Point)
1 Jurong West Central 2, #04-04, Jurong Point Shopping Centre 
S648886 Mon - Fri: 7:30 am–6:30 pm
Sat - Sun: Closed registration@dementia.org.sg",https://www.sgsocialsupport.com/resource/M2cLryD7bAf
Caregiver Support Group (Down Syndrome Association Singapore),"Caregiver Support Group aims to provide a holistic peer support ecosystem in DSA for caregivers of children with special needs. The group offers a safe environment for you to share your caregiving journey and enhance your access to knowledge, skills, resources and support within the community. Such interaction can provide emotional support, social support, and informational support which allow better stress management and reduce the sense of isolation.",https://www.sgsocialsupport.com/resource/bu38chMh3pN,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,"Down Syndrome Association Singapore + − Leaflet | OneMap © contributors | Singapore Land Authority 9 Bishan Place, Junction 8 (Office Tower) #09-01 
S579837 Monday to Saturday, 8.30am to 6.00pm. We are closed on Sundays and Public Holidays 6500 9321 admin@downsyndrome-singapore.org Website",https://www.sgsocialsupport.com/resource/bu38chMh3pN
Caregivers Support Group (Club HEAL),"The caregiver plays an integral role in forming a strong support system for any individual suffering from a mental illness. With the expertise of qualified members, Club HEAL carries out Caregiver Support Groups thrice a month to provide the necessary assistance that should be rendered to caregivers.",https://www.sgsocialsupport.com/resource/DQRT8Dw-TER,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,"Club HEAL @ BBE (West) + − Leaflet | OneMap © contributors | Singapore Land Authority 244 Bukit Batok East Ave 5 #01-02 Singapore 650244 
S650244 2nd Friday of the month, 8pm – 10pm Website Club HEAL @ Marsiling (North) + − Leaflet | OneMap © contributors | Singapore Land Authority Blk 317 Woodlands St 31 #01-194 Singapore 730317 
S730317 3rd Friday of the month, 8pm – 10pm Website Club HEAL @ Pasir Ris East (East) + − Leaflet | OneMap © contributors | Singapore Land Authority Blk 148 Pasir Ris St 13 #01-24 Singapore 510148 
S510148 1st Friday of the month, 8pm – 10pm info@clubheal.org.sg Website",https://www.sgsocialsupport.com/resource/DQRT8Dw-TER
Caregivers Support Group (GoodLife!),"Caregiver Support Groups (CSGs) offer a private and safe environment for caregivers to share their thoughts, challenges and learnings with one another as they go through similar experiences. Such insights allow caregivers to share their knowledge through practical caregiving and self-care tips.
CSGs also help caregivers understand that they are not alone in their caregiving journey allowing the group to emotionally support each other.
The centre also reaches out to seniors living alone to ensure they are provided with necessary assistance and support to age-in-place.
These programmes also include:

Community Resource, Engagement and Support Team (CREST)
CREST serves as a community network for people with dementia and depression, as well as caregivers who need the additional support to care for their loved ones. CREST links the community and residents with the appropriate mental health care and social support networks through outreach and education.
Casework &amp; Counselling Services
A dedicated team of social workers assess the needs of the elderly and link senior citizens or caregivers to the relevant community resources.
Home Personal Care (HPC)
Our home-based personal care services supporting seniors and their caregivers include:


Activities of Daily Living (for e.g., bathing, dressing, feeding)
Instrumental Activities of Daily Living (for e.g., light housekeeping, laundry)
Medication Assistance
Mind Stimulating Activities
Simple Maintenance Exercises
Elder Sitting and Respite


Befriending
A committed team of trained senior volunteers work closely with our staff to conduct regular home visits to other seniors in the community and their caregivers who need assistance and support.",https://www.sgsocialsupport.com/resource/GfUyaCq36Wc,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,"GoodLife! Marine Parade Active Ageing Centre + − Leaflet | OneMap © contributors | Singapore Land Authority 15 Marine Terrace #01-18  Singapore 440015 
S440015 Monday – Friday 9.00am – 6.00pm
Closed on Saturday, Sunday & Public Holidays 6445 0570 contact@goodlife.org.sg Website",https://www.sgsocialsupport.com/resource/GfUyaCq36Wc
Caring Hearts Support Group (NUHCS),"Who We AreCaring Hearts Support Group (CHSG) is a voluntary initiative by patients of National University Heart Centre, Singapore (NUHCS). The support group is established with the aim to support one another in our journey to remain heart healthy.&nbsp;Our Vision and MissionTo build an inspiring and caring heart patient support group that brings positive changes to the lives of heart patients and our community.What We DoThe H.E.L.P Progamme Initiatives is designed and supported by CHSG. Through passion and care, and with the continued educational and training support from NUHCS, we aim to instill friendship and bonding amongst heart patients to foster a heart healthy lifestyle through these initiatives.&nbsp;H - Healing Towards a Healthy Heart (We work together towards attaining and sustaining a healthy heart).E - Empower, Educate and Exercise (Through this partnership, we empower each other through education and exercise to achieve our objectives).L - Balanced Lifestyle and Love (We promote a balanced and healthy lifestyle filled with meaning, love and laughter through friendship and social activities).P - Perseverance, Progress and Prevent (We work towards supporting each other to persevere and overcome challenges in our heath progress in preventing heart attacks, blocked arteries, chronic diseases, and other heart related issues).&nbsp;",https://www.sgsocialsupport.com/resource/W95m6c9fRGk,No Content Found,Please contact the organisation for more details.,We organise: Monthly Walks Educational Talks Exercise Sessions Sharing/Networking Sessions Social Get Together Community Engagement and Events,Please contact the organisation for more details.,Magdalene Chia (Caring Hearts Support Group) mchia@kucinta.com Website,https://www.sgsocialsupport.com/resource/W95m6c9fRGk
CASPER PSG,"CASPER PSG - Care And Share Parents Ever Resilient
A parent support group for parents by parents of children with developmental needs - one that cares for and shares with one another",https://www.sgsocialsupport.com/resource/y4nxHeVjWZV,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,CASPER PSG Website,https://www.sgsocialsupport.com/resource/y4nxHeVjWZV
Child Bereavement Support,"Child Bereavement Support (Singapore) is an informal network of bereaved parents who have all found that meeting other bereaved parents is what has made the biggest difference to us, and given us the most support, the most hope and the most comfort. People grieve in very different ways but we have all learned through our own experience that parent to parent support is just invaluable.
Our Objectives
CBSS was set up by bereaved parents for bereaved parents with very simple objectives: we provide support and friendship through a 'befriending' network, hold monthly support meetings, and maintain this website of resource and information to help bereaved parents find their way through their loss.  Where possible, we conduct CBSS talks on how to support bereaved families to doctors, nurses and medical students to promote compassion and understanding for families when death occurs on their watch.  
Our Reach
Being an independent, multi-cultural and multi-religious, parent-to-parent grouping, non-affiliated to any hospital or organisation, we are able to reach out to all bereaved parents in Singapore (of any race, religion or culture) who have suffered the loss of a baby or child - during pregnancy, in early infancy, at any stage of childhood, and even later into adulthood - and no matter in what circumstances or how recently or how long ago. We are open to any parent who needs support in their time of bereavement.",https://www.sgsocialsupport.com/resource/amNHG96xh38,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,They can be contacted through form at https://www.cbss.sg/contact-us,Child Bereavement Support help@cbss.sg Website,https://www.sgsocialsupport.com/resource/amNHG96xh38
Children's Diabetes Support Group (KKH),"Your child was diagnosed with diabetes and your world has been turned upside down. Where do you go from here? How do you handle the responsibility? How do you help your child live life to the fullest?
Diabetes often redefines the lives of the children and their families, impacting every aspect of their lives. New roles and responsibilities are placed on the family and changes made to cope with the condition.
The support group provides children with diabetes and their families a platform for mutual support and interaction. It offers families the opportunity to meet and share their experiences with each other.
Members of the support group meet every three to four months – usually during the school holidays – for informal get-togethers and continuing education, conducted by the Diabetes Multi-disciplinary Team.
This support group is headed by Diabetes Nurse Joyce Lim and strongly supported by the team.",https://www.sgsocialsupport.com/resource/MeMHYdJndrH,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,"Children's Diabetes Support Group (KKH) 6394 3771 Website Joyce Lim Monday to Friday, 8.30am to 5.00pm & Saturday, 8.30am to 12.00pm 6394 2094 Website",https://www.sgsocialsupport.com/resource/MeMHYdJndrH
