Name;Description;Link;Full Content;Who can apply;What to expect;How to apply;Contact;Source URL
Empowering Young Women  YWCA;"The programme provides personal and professional guidance for young women from lowincome families aged between 17 to 23 years old.
Participants are exposed to a wide array of topics covering personal growth relationship management communication strategies and career coaching over 6 sessions. The programme will then culminate with a graduation and networking session.
After graduation three monthly postproject sessions are held to further support our young beneficiaries on their journey of selfdriven change.";httpswww.sgsocialsupport.comresource4rLETCGXNgA;No Content Found;Singapore Citizen or Permanent Resident Single 1723 years old On some form of financial aid or similar social service assistance or living in a HDB rental flat or other situations subject to case by case approval;Please contact the organisation for more details.;Social Worker to contact our programmeincharge at csp@ywca.org.sg who will advise on the submission of supporting documents.;"Young Womens Christian Association   Leaflet  OneMap  contributors  Singapore Land Authority 254 Outram Road 
S169051 6223 1227 csp@ywca.org.sg Website";httpswww.sgsocialsupport.comresource4rLETCGXNgA
EQUAL;Founded in 2015 EQUAL an IPC charity strives to transform lives through AnimalAssisted Services. EQUAL partners with animals to provide experiential and educational programmes that help empower vulnerable persons such as children youths persons with special needs families and seniors by enhancing their social and emotional wellbeing and supporting social integration in a safe environment  building resilience and inclusive communities. AnimalAssisted Learning AAL is an experiential programme facilitated by instructors partnering animals where participants develop vita socialemotional and relationship skills in a safe and supportive environment. Each year we proudly serve hundreds of clients from various institutions including schools childrens homes nursing homes and other social service organisations.;httpswww.sgsocialsupport.comresourcetjQ747KHV3d;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"EQUAL   Leaflet  OneMap  contributors  Singapore Land Authority 100 Jalan Mashhor 
S299177 6904 0422 info@equal.org.sg Website";httpswww.sgsocialsupport.comresourcetjQ747KHV3d
ExtraOrdinary People;"Established in July 2017 ExtraOrdinary People is a Singaporeregistered charity and Institution of Public Character IPC which holistically supports persons with special needs while striving for an inclusive society through familycentred and communitysupported initiatives. 
We call ourselves ExtraOrdinary People because we are all ordinary people who make the conscious decision to go the extra mile. The dot between Extra and Ordinary in our logo symbolises the heart required to make a difference. The colours in the word Extra represent diversity and inclusivity.";httpswww.sgsocialsupport.comresourceuJKzYeg44AE;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"ExtraOrdinary People   Leaflet  OneMap  contributors  Singapore Land Authority 7500A Beach Road 01313
The Plaza Block A 
S199591 Operating Hours 9a.m. to 6p.m. Tue  Sat
Closed on Sun and Public Holidays 6286 5088 contact@extraordinarypeople.sg Website";httpswww.sgsocialsupport.comresourceuJKzYeg44AE
Family Programme EQUAL;"The EQUAL Family Programme utilises EquineAssisted Learning EAL a form of group work that uses experiential learning to develop socialemotional skills in persons with special needs and their caregivers. In EAL majestic and gentle horses serve as a unique bridging element and scaffolding creating the mirroring and observational learning that aids the acquisition of new behaviours as described in social learning theory.
Activities are centred around creating intentional interaction between caregivers and their wards. Activities include Horseplay playing interactive games with horses Horse Care and Horseriding. Solutions oriented debriefs conducted at the end of every session help caregivers and their wards parallel the learning outcomes and translate them to the home setting. The debriefs are conducted by EQUAL Instructors using the Equine Experiential Education facilitation method which is based on Kolbs Stage Theory of Experiential Learning and the Pfeiffer and Jones Stage Model of Questioning.";httpswww.sgsocialsupport.comresourcesv8WZbSW6rF;No Content Found;Families who are looking to strengthen bond improve communication and overcome emotional challenges Up to 5 pax;"Programme Structure
5 weekly sessions
Each session is 2 hours long
Weekdays or weekends";Please contact the organisation for more details.;"EQUAL   Leaflet  OneMap  contributors  Singapore Land Authority 100 Jalan Mashhor 
S299177 6904 0422 info@equal.org.sg Website";httpswww.sgsocialsupport.comresourcesv8WZbSW6rF
Family Service Centre  PPIS;PPIS family service centres in Singapore offer casework and family counselling services for clients who face intrapersonal relationship issues family violence child management or parenting concerns and other general concerns including referrals for financial assistance. In our approach for family counselling services we also incorporate group and community work to help individuals and families better support and empower one another.;httpswww.sgsocialsupport.comresource7H5tHySknTm;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Fill up interest form at httpsppis.sgfsc.;"Persatuan Pemudi Islam Singapura Singapore Muslim Womens Association Monday  Friday 9.00 am  5.00 pm Website PPIS Family Service Centre East   Leaflet  OneMap  contributors  Singapore Land Authority Wisma Geylang Serai 1 Engku Aman Road 0301 
S408528 6015 6970 fsceast@ppis.sg PPIS Family Service Centre West   Leaflet  OneMap  contributors  Singapore Land Authority Blk 301 Bukit Batok St 31 0101 
S650301 6561 3462 fscwest@ppis.sg";httpswww.sgsocialsupport.comresource7H5tHySknTm
Habitat For Humanity;"What We Do
At Habitat for Humanity Singapore we build decent homes across AsiaPacific and
rehabilitate flats in Singapore for vulnerable families.
Building decent houses overseas
Working in partnership with families
Improving living conditions in Singapore
Restoring dignity through decent living conditions";httpswww.sgsocialsupport.comresourceucG7e327Uj5;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;Habitat For Humanity Website;httpswww.sgsocialsupport.comresourceucG7e327Uj5
Home Ownership Plus Education AMP Singapore;AMP is one of the mentoring agencies under the Home Ownership Plus Education HOPE Scheme a national assistance programme spearheaded by the Ministry of Social and Family Development MSF for young lowincome families to keep their family small.;httpswww.sgsocialsupport.comresourceBr2USLY6c4g;No Content Found;The HOPE Scheme assists families and single mothers who meet the following eligibility criteria Married or divorcedwidowed mother with child custody MotherWife is 35 years old or below For families where at least one spouse or the widoweddivorced mother has a postsecondary education the wifemother should be 30 to 35 years old Family unit has no more than 2 children who are Singapore Citizens Gross monthly household income of not more than 1700 For families where at least one spouse or the widoweddivorced mother has a postsecondary education the individual income of each spouse or widoweddivorced mother should not be more than 1200 per month Both husband and wife must be Singapore Citizens One of the spouse or the widoweddivorced mother must be a Singapore Citizen Husband or divorcedwidowed mother must be employed;1. Housing and Utilities Conditional Housing Grant 60000 housing grant disbursed in annual instalments of 3000 to mothers CPF account Utilities Grant 1000 onceoff grant to offset utilities charges 2. Training and Employment Training Advice and Employment Support Ongoing advice provided on training courses job placement and career counselling Training Incentives Up to 6000 worth of incentives for families who make efforts to do better and complete training courses that lead to better employment Employment Incentives Up to 10000 worth of employment incentives for fulltime working mothers. 3. Support for Children and Families Education Bursaries Annual bursaries of up to 3000 for each child attending preschool to university to help pay for their educational expenses. This includes the savings to each childs Child Development Account CDA and PostSecondary Education Account PSEA for their future educational needs. Mentoring and Family Support Ongoing mentoring support and guidance to strengthen families as they work towards upgrading themselves and their families Free family planning;Visit the nearest Social Service Office to apply for the HOPE Scheme Click here for the list of SSOs in Singapore;"AMP Singapore   Leaflet  OneMap  contributors  Singapore Land Authority 1 Pasir Ris Drive 4 0511 
S519457 Mon to Fri  9.00 am to 6.00 pm
Closed on Saturdays Sundays and Public Holidays 6416 3960 6416 3961 corporate@amp.org.sg Website";httpswww.sgsocialsupport.comresourceBr2USLY6c4g
Home Repair Maintenance Programme Singapore Planned Families Association;To provide repair and maintenance works to needy households.Developing an ecosystem of help that begins in each home.To create a better home so that the family unit will move towardsnbspachieving selfreliance.;httpswww.sgsocialsupport.comresource7Bjh9JU4nUw;No Content Found;Blue CHAS card Social worker letterendorsement AIC  Government officials endorsement Exceptions Case by case basis Inhouse case worker field assessment Overtime observationsvisitations on the home 3 to 4 months;HRM Services Repair services covers all that hinders the households safety basic relative necessities and person centric living integrations that contributes to improving the standards of living for the families posturing them to be focused on ambitions beyond basic survival. Electrical Repairs Miniature circuit board repairs Light bulb replacement Power socket repairs and wiring Water heater replacement Plumbing Works Cistern replacement Sink toilet bowl and pipe chokes Faucet replacement Light piping replacements Shower head and water spray replacements Handyman Maintenance Door locks letter box locks etc Door hinge replacements Curtain hooks Shelf installations Clothes line Ceiling fans Restorative Painting Case by case basis Inhouse case worker field assessment Large scale painting whole HDB might not be feasible Framework Household interview  Referral Assign Handymen team  set maintenance work date Payment by Beneficiary 1020 of total bill. i.e Total bill for particular household benefitting from HRM services subsidy is 470 household will have to pay a minimum of 4794. This is to instill ownership  to achieve a sustainable model to help more households in the near future. Repair costs follows relevant market prices. Followup session. Before  After photos of the repair works. Written testimonial on how the subsidy and efficiency has helped the householdfamily unit.;Please contact the organisation for more details.;"Singapore Planned Families Association   Leaflet  OneMap  contributors  Singapore Land Authority Singapore Planned Families Association
Block 3A Holland Close  0155 
S272003 6775 8981 enquiry@spfa.org.sg Website";httpswww.sgsocialsupport.comresource7Bjh9JU4nUw
KidSTART Early Childhood Development Assistance;"KidSTART SG is here to support children and families based on their needs through their familiar settings such as at home in the community and at selected preschools through our programme. As parents are a childs first teachers and play a key role in setting them up for a good start in life KidSTART partners parents to empower them to be confident caregivers and be equipped with the knowledge and skills to

Build warm nurturing relationships with their children
Support the ageappropriate development of their children
Care for the health and social wellbeing of their children in their early years";httpswww.sgsocialsupport.comresourcenSNaLpyMUg;No Content Found;"If your family Has a pregnant mother andor a child who is a Singaporean Citizen aged 6 and below Has a gross monthly household income of 2500 and below or per capita income of 650 and below Is staying in the following areas
Kreta AyerBukit Merah
WoodlandsSembawang
Taman JurongBoon Lay
Ang Mo KioYishun
BedokGeylang Serai
Choa Chu KangBukit PanjangBukit Batok
Jalan Besar and Toa Payoh";KidSTART @ Home 03 years old Support in a home setting for pregnant mothers and children up to 3 years old. Regular home visits to guide parents with skills and practical knowledge in the areas of early childhood development health and nutrition. Regular screening of the childs growth and maternal wellbeing to ensure early intervention if needed. KidSTART @ Preschool 2 months to 6 years old In selected preschools additional resources are provided to support KidSTART families. Engage parents on child growth development health and nutrition. Monitor and tackle obstacles to childs attendance and school readiness. Help with preschool enrolment. Welcome packs consisting of ageappropriate books toys and wellness items Learning packs for each enrolled child. These packs include ageappropriate art  craft materials book and toys Invitations to KidSTART events and carnivals Fresh food packs consisting of fresh vegetables  fruits Access to free resources on early childhood development parentchild interactions and health  nutrition information Access to supplementary programmes to enhance parentchild interactions  family functioning;Fill up the form on the website;"KidSTART   Leaflet  OneMap  contributors  Singapore Land Authority WeWork 30 Prinsep Street 0601 
S188647 6908 0155 contactus@kidstart.sg Website";httpswww.sgsocialsupport.comresourcenSNaLpyMUg
Living Assistance TzuChi Foundation;Tzu Chi provides direct timely and practical assistance to give the kind of help needed by each individual and household. Besides providing financial support to help cover some living expenses Tzu Chi also provides essential daily items such as formula milk diaper and food in an ongoing manner. Our volunteers also help to declutter and furnish the homes of some care recipients who are unable to clean up their homes by themselves and deliver meals to care recipients who have difficulty cooking or leaving their homes to buy food.;httpswww.sgsocialsupport.comresourcehBefNgTRs2n;No Content Found;Please contact the organisation for more details.;"The types of living assistance provided by Tzu Chi are as follows Household Living Expenses
Furnish  Retrofit Support
Home Decluttering
Meals Delivery";httpswww.tzuchi.org.sgencontactusenquiryform;TzuChi Foundation 6582 9958 Website;httpswww.sgsocialsupport.comresourcehBefNgTRs2n
Mamre Oaks;"Mamre Oaks is a day centre catered for persons with intellectual and developmental disabilities IDD. 

At Mamre Oaks we engaged the members with different core activities such as cooking baking arts  craft music and yoga to keep them active on a daily basis. We also organise fun workshops and monthly outings to encourage them to be interactive with their surroundings and to learn a new skill.";httpswww.sgsocialsupport.comresourcedF3DeECVTtt;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Mamre Oaks   Leaflet  OneMap  contributors  Singapore Land Authority 490 East Coast Road
St Patricks School Brothers Residence 
S429058 Monday to Friday 9am to 5pm 6978 7800 Webmail@mamreoaks.sg Website";httpswww.sgsocialsupport.comresourcedF3DeECVTtt
Marriage Counselling Programme AMP Singapore;Syariah Court refers married couples who are divorcing to AMP for for marriage counselling under the Marriage Counselling Programme which focuses onAffecting reconciliationFacilitating an amicable divorce if reconciliation is inevitable discuss coparenting plans for couples with dependent children andFacilitating access to national resources for couples who require other forms of support.The Marriage Counselling Programme is compulsory and aims to provide these married couples with a safe and neutral platform to discuss their marriage and understand the impact of divorce.;httpswww.sgsocialsupport.comresource9HA6X4mgrXM;No Content Found;The programme is for married couples contemplating divorce couples with marital or relationship problems or divorcing couples referred by the Syariah Court. For couples who decide to proceed with divorce and have at least one child below 21 years old a counsellor will facilitate the Parenting Programme with them. The Parenting Plan prepares the parents for their postdivorce journey while prioritising their childrens interests. It helps to bring closure to their marriage and refocus their attention on raising their children.;Please contact the organisation for more details.;Individuals will be required to submit their application for divorce or marriage counselling to Syariah Court before attending the Marriage Counselling Programme. For more info about the programme please visit www.syariahcourt.gov.sg .;"AMP Singapore   Leaflet  OneMap  contributors  Singapore Land Authority 1 Pasir Ris Drive 4 0511 
S519457 Mon to Fri  9.00 am to 6.00 pm
Closed on Saturdays Sundays and Public Holidays 6416 3966 corporate@amp.org.sg Website";httpswww.sgsocialsupport.comresource9HA6X4mgrXM
Marriage Enrichment  Support Programmes AMP Singapore;INSPIRASI@AMP provides postmarriage support for young couples in the first ten years of marriage through Club INSPIRASI. Some of the initiatives include marriage enrichment programmes family day activities couple retreats support group sessions and support services which include counselling and casework as well as information and referral services.Young couples who have graduated from the marriage preparation workshops under INSPIRASI@AMP will be enrolled into the marriage enrichment and support programmes to assist in their marital journey.;httpswww.sgsocialsupport.comresourcewV9nwdZLLsx;No Content Found;;Please contact the organisation for more details.;Call the AMP Helpline at 6416 3960 or 6416 3961 to make an appointment for assessment For further enquiries about the programme email helpliners@amp.org.sg;"AMP Singapore   Leaflet  OneMap  contributors  Singapore Land Authority 1 Pasir Ris Drive 4 0511 
S519457 Mon to Fri  9.00 am to 6.00 pm
Closed on Saturdays Sundays and Public Holidays 6416 3960 6416 3961 helpliners@amp.org.sg Website";httpswww.sgsocialsupport.comresourcewV9nwdZLLsx
Marriage Preparation for Young Couples AMP Singapore;INSPIRASI@AMP in collaboration with the Registry of Muslim Marriages ROMM supports young couples through premarital consultation session marriage preparation workshops and parents support group.Premarital ConsultationYoung couples are assessed based on their readiness for marriage at the premarital consultation session with the focus on supporting them to make an informed decision on marriage. The session also seeks to identify and address potential issues that may affect the couples marriage and discuss postmarriage plans. Counsellors will also assess the level of functional support from their parents during the session. The couples and their families will then be encouraged to attend the marriage preparation workshops and other support programmes and services provided by INSPIRASI@AMP to support couples in their marriage journey.Marriage Preparation WorkshopsThe marriage preparation workshops Young Couples Programme enable young couples to build a strong and stable marriage and support them in their journey in becoming parents. Through the workshops couples can learn problemsolving and life skills which they can adopt in their marriage.Parents Support GroupParents of young couples are also equipped with the skills and knowledge to help and support their children in their journey. The parents support group discusses expectations of inlaw relationships roles and responsibilities of parents and parentsinlaw and strategies to better support young couples towards independence.;httpswww.sgsocialsupport.comresourceabCGtqaGn4b;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Call the AMP Helpline at 6416 3960 or 6416 3961 to make an appointment for assessment For further enquiries about the programme email to helpliners@amp.org.sg;"AMP Singapore   Leaflet  OneMap  contributors  Singapore Land Authority 1 Pasir Ris Drive 4 0511 
S519457 Mon to Fri  9.00 am to 6.00 pm
Closed on Saturdays Sundays and Public Holidays 6416 3960 6416 3961 helpliners@amp.org.sg Website";httpswww.sgsocialsupport.comresourceabCGtqaGn4b
Marriage Preparation Programme Cornerstone Community Services;"Marriage Preparation Programme
The Prevention and Relationship Education Programme PREP is a sophisticated researchbased marriage enrichment programme with proven results of low rates of premarital breakup and post marital divorce. It is based on more than 40 years of continual ongoing research on marital success and distress. Through interactive activities and discussions conducted by PREP trained counsellors participants will be empowered with the tools for building a successful marriage at the 12hour workshop. 
This workshop is conducted in a group format over 2 Saturdays and is suitable for couples preparing to get married or have been married for less than 2 years. A rebate is given to every SingaporeanPR couple by the Ministry of Social and Family Development MSF upon completion of the PREP programme.";httpswww.sgsocialsupport.comresourceCsgkeGeBJHf;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;For more enquiries refer to the link;"Marriage Preparation Programme Cornerstone Community Services   Leaflet  OneMap  contributors  Singapore Land Authority 11 East Coast Road 0113 The Odeon Katong 
S428722 6344 8063 Website";httpswww.sgsocialsupport.comresourceCsgkeGeBJHf
Medical Escort and Transport Loving Heart MultiService Centre;Our MET staff and volunteers accompany and transport individuals with mobility difficulties and disabilities to and from their medical appointments.Depending on the clients assessed financial means a fee may be payable to LHMSC.;httpswww.sgsocialsupport.comresourceZ8jMCJgPN6b;No Content Found;Please contact the organisation for more details.;Please contact the organisation for more details.;Please contact the organisation for more details.;"Medical Escort and Transport Loving Heart MultiService Centre   Leaflet  OneMap  contributors  Singapore Land Authority BLK 210 Jurong East Street 21 01389 
S600210 6897 4766 hello@lovingheart.org.sg Website";httpswww.sgsocialsupport.comresourceZ8jMCJgPN6b
