Name,Description,Link,Full Content,Who can apply,What to expect,How to apply,Contact,Source URL
Befriending Service (Transbefrienders),Transbefrienders is a registered non-profit organisation providing appropriate information and emotional support to guide transgender youths in their transitioning journey. We also act as an intermediary support for folks going through the healthcare system in Singapore to manage suicidal ideation and prevent suicide attempts.The befriending programme by Transbefrienders provides informational and emotional support for individuals who are uncertain of their gender identity.,https://www.sgsocialsupport.com/resource/bAWALmhhR4p,No Content Found,Individuals who are uncertain of their gender identity or need to talk to someone who understands what gender dysphoria is about,"Through a buddy system, Transbefrienders can provide support by: Providing a listening ear Sharing resources that provide additional support and encouragement Sharing resources related to transitioning (if needed)* Providing intermediary support between you and our professional counselling partners to build a holistic support system Encourage you to step out of your comfort zone Sessions are conducted mainly over Telegram, and face-to-face meet-ups at the Transbefrienders premises upon request.","Kindly make your request via Telegram ( https://t.me/TBFYouthBot ) for Transbefrienders to know you better and a case manager will contact you after your application is processed. Should you require other forms of contact, kindly email Transbefrienders at befriend@transbefrienders.com","Transbefrienders (Alicia Community Centre) + − Leaflet | OneMap © contributors | Singapore Land Authority 7 Race Course Ln 
S218734 befriend@transbefrienders.com Website",https://www.sgsocialsupport.com/resource/bAWALmhhR4p
Bereavement Support (Sikh Welfare Council Singapore),"The objective of the programme is to provide bereaved families with social, emotional, spiritual and financial support by assisting individuals / families during bereavement.We also assist families with arrangements that are required during the bereavement process.Funeral Assistance:Guide families on booking for crematoriumArranging for the hearse (and driving it, if necessary)ObituariesMaking transport arrangements for condolersBathing the bodyBooking the Gurdwara for prayersAsh collectionProviding follow up grief counseling andDuring the Antim Ardas (final prayers)&nbsp;&nbsp;Scroll down for funeral checklist.Losing A Loved OneWhen a loved one passes away, we are overcome by grief and overwhelmed by what is to be done thereafter.Over the years, SIWEC has put together some important aspects to guide the family and ease the bereaved during this trying time.The initial period after losing a family member or a dear friend is a painful one for the family or an individual. SIWEC has a Hotline number where a Sikh Welfare Officer is on 24 hour call at 62999234. The officers have been extremely helpful and a great source of support for these families and individuals The Welfare Officers are there even in the middle of the night to attend to the various needs of the families and bring some comfort to them.SIWEC provides the bereaved family with social, emotional, spiritual and financial support. During this time of bereavement, the SIWEC Council representative will assist the family with arranging the cremation of the deceased, providing guidance on the ceremonial matters and conducting the final rites for the deceased.Funeral ListPlease download the Funeral List by clicking the button below:Download Funeral List",https://www.sgsocialsupport.com/resource/xzuAHE2nFsh,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,Sikh Welfare Council Singapore 6299 9234 Website,https://www.sgsocialsupport.com/resource/xzuAHE2nFsh
Bishan Home for the Intellectually Disabled,,https://www.sgsocialsupport.com/resource/JQkuN3BuyTt,No Content Found,"– Medically certified to have intellectual disability. – Singapore Citizens or Permanent Residents, regardless of ethnicity or religion. – Aged between 18 and 55. (with effect from 1 July 2020) – Not suffering from unstable medical condition such as psychotic disorder, severe fits and/or unmanageable challenging behavior.","Our services include: Caregiving Therapy Training & Development Social Work & Community Outreach When a person is considered disabled by others, it does not mean that there is “something wrong” with him or her. Rather, there are a lot of factors that make a person disabled. These include 1) Impairment to brain or body function 2) Lack of suitable learning environment 3) Lack of understanding and other barriers from within the greater community. 4) Personal character At Bishan Home, while taking care of residents’ basic safety, food and shelter, we try, as much as possible, to give them a good quality of life inside a communal living environment. Hence, our programmes respond to each of the disability factors. For more details, please click on the following links. Residential Services Day Activity Centre","For more information on Bishan Home for the Intellectually Disabled, please feel free to contact our Social Worker at Tel: 63533515 Ext 2 or our email at info@bishanhome.org.sg Application for both our residential service and day activity service are to be submitted via SG Enable. How to apply? Infoline: 1800 8585 885 (SG Enable) Infoline Operating Hours Monday to Friday: 9.00am to 5.30pm Closed on Weekends and Public Holidays By Email ad.services@sgenable.sg For more information on the referral process by SG Enable, please click on the following: https://www.sgenable.sg/Pages/content.aspx?path=/for-adults/homes-for-adults-with-disabilities/","Bishan Home for the Intellectually Disabled + − Leaflet | OneMap © contributors | Singapore Land Authority 6 Bishan Street 13 
S579798 Operating Hours: 8.30am to 5.30pm (Mon to Fri) 6353 3515 info@bishanhome.org.sg Website",https://www.sgsocialsupport.com/resource/JQkuN3BuyTt
Blue Cross Thong Kheng ASD Day Activity Centre,"Blue Cross Thong Kheng ASD Day Activity Centre provides Day Activity Service to the individual clinically diagnosed with ASD (Autism Spectrum Disorder). Our center features on systematic client-focused programmes and services. We provide facilities for, training , caring, and development of the autistic people.",https://www.sgsocialsupport.com/resource/cUsWkh6seTL,No Content Found,"Who can apply? – Clinically diagnosed with ASD ( Autism Spectrum Disorder). – Singapore Citizens or Permanent Residents. – Aged between 16 and 55. – Not suffering from unstable medical condition such as psychotic disorder, severe fits and/or unmanageable challenging behaviour.","Day Care Services Our Centre can accommodate 63-67 day-care clients. The class duration is from Omnday to Fri from 930am to 330pm. Fees are means-tested and will be calculated prior the enrollment and are charged based on affordability.  Depending on the capabilities, interest and needs of the day-care clients, different day activities will be organized for them. These include exercises, art and craft sessions, games, F&B industry related activities, gardening and landscaping, housekeeping skills, singing sessions, excursions, reading time, and rock-climbing activities. One meal are provided Monday to Friday except Public Holidays, at 1130am.  Breakfast is provided upon their arrival to the Centre, and tea breaks are provided at 2.30pm. To respect the religious beliefs of the clients, halal meals are catered outside by certified halal caterer for all our clients.  Special diets would be catered where necessary and for medical reasons.","For more information on Blue Cross Thong Kheng ASD Day Activity Centre, please feel free to contact our Social Worker at Tel: 6265 2878 or our email at BCTKASDDAC@thongkheng.org.sg Application for our day activity service are to be submitted via SG Enable. How to apply? Infoline: 1800 8585 885 (SG Enable)","Blue Cross Thong Kheng ASD Day Activity Centre + − Leaflet | OneMap © contributors | Singapore Land Authority 600 Upper Thomson Road Blk C #03-21
Upper Thomson Community Hub 
S574421 Infoline Operating Hours
Monday to Friday: 8.30am to 6.00pm
Saturday: 8.30am to 12.30pm
Closed on Sundays and Public Holidays 6265 2878 BCTKASDDAC@thongkheng.org.sg Website",https://www.sgsocialsupport.com/resource/cUsWkh6seTL
Caregiver support (Apex Day Rehabilitation Centre For Elderly),"Caregivers face a range of challenges that can be physically, emotionally, and financially draining. They provide care and support for loved ones who may be dealing with health issues, disabilities, or aging, and often do so while balancing other responsibilities such as work or caring for their own families.&nbsp;Caregivers may also experience feelings of isolation, anxiety, and depression, as well as financial strain and limited access to resources. Despite these challenges, caregivers continue to provide unwavering support and love for their loved ones, and their efforts should be recognized and supported.Please get in touch with us to learn more about how we can support caregivers in your community.",https://www.sgsocialsupport.com/resource/dgBZjaCWdmY,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Contact them through the website - https://apexrehab.org.sg/contact/,"Apex Day Rehabilitation Centre For Elderly + − Leaflet | OneMap © contributors | Singapore Land Authority Block 119 Bukit Merah View,
#01-85/51 
S152119 Mondays to Fridays, 8:00 am to 5:30 pm
Closed on Saturdays, Sunday and public holidays. Website",https://www.sgsocialsupport.com/resource/dgBZjaCWdmY
Caregiver Support Programme (Extra•Ordinary People),"You are not alone on this journey.
We understand your challenges and want you to know you’re not alone. At Extra•Ordinary People, we are dedicated to supporting caregivers like you on this journey. Our mission is to provide you with the assistance and resources you need to navigate the complexities of decision-making.
Here’s how we can help:

Social Work Support: Our team of compassionate social workers is here to listen, understand, and guide you in various aspects of caregiving. We aim to create a supportive network, offering emotional and practical assistance tailored to your needs.
Counselling Support: Our professional counsellors provide a safe space for you to express your feelings, find resilience, and gain valuable insights to manage the emotional challenges of caregiving.
Information and Referral: We offer comprehensive knowledge and connect you with relevant resources and services within our network, empowering you to make informed decisions for your child’s well-being.
Service Navigation: Navigating the complex landscape of services and support can be overwhelming. Our team can help you navigate various systems, ensuring you find the right services and programs for your child’s unique needs.
Respite Care Support: We understand the importance of self-care while caring for your loved one. Our respite care support provides temporary relief, allowing you to recharge and prioritize your well-being.
Care Concierge Service: Simplifying your caregiving responsibilities is our goal. Our care concierge service can assist you with practical matters, such as coordinating appointments and connecting you with relevant community resources.

Need some direction about our programmes for your child? Or perhaps you would like to learn more about what we offer here at Extra•Ordinary People and if it is a right fit. Get in touch with us at Extra•Ordinary People. We’d love to hear from you.",https://www.sgsocialsupport.com/resource/A993ddvbk9c,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,"Caregiver Support Programme (Extra•Ordinary People) + − Leaflet | OneMap © contributors | Singapore Land Authority 7500A Beach Road
#01-313,
The Plaza Block A 
S199591 6286 5088 contact@extraordinarypeople.sg Website",https://www.sgsocialsupport.com/resource/A993ddvbk9c
Centre for Positive Recovery (Epworth Community Services),"The Centre for Positive Recovery (CPR) provides specialised therapeutic services to support children, youths and their caregivers in their mental well-being.&nbsp; In particular, CPR specialises in helping those affected by trauma. &nbsp;Using evidence-informed approaches, we provide counselling, family therapy, and behavioural support to those affected by trauma.1. Trauma Treatment Care for Children and YouthsTreatment is tailored to the needs of the children, Youths (aged 6 to 18) and their families who are experiencing significant emotional and behavioural difficulties related to a traumatic life events.2. Family Therapy and Individual CounsellingWhile family therapy intervention helps to stabilise and support families who have stressful dynamics in addition to their traumatic experiences, individual counselling for children and youths further shore up their ability to address trauma and trauma-related issues; hence, promoting mental wellness.3. Parenting for Caregivers – Triple PThe Triple P (The Positive Parenting Programme) is an evidence-based parenting programme that prevents and treats behavioural and emotional problems. &nbsp;It aims to create family environment that encourages children and youths to realise their potential despite experiencing challenges.4. Trauma-Informed Intervention for Foster FamiliesFoster Parents are taught strategies to promote positive behaviour and to address attachment needs. &nbsp;Concurrently foster children receive one-to-one tailored behavioural interventions, focusing on problem-solving skills and promoting prosocial behaviour.",https://www.sgsocialsupport.com/resource/2rkwxFEWam9,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,"Centre for Positive Recovery (Epworth Community Services) + − Leaflet | OneMap © contributors | Singapore Land Authority Block 106 Bukit Batok Central,
#01-217 
S650106 6562 2211 community.relations@epworth.sg Website",https://www.sgsocialsupport.com/resource/2rkwxFEWam9
CFL LIFE Training (Caring for Life),"CFL LIFE Training is a half-day (4-hour) training programme that equips participants to recognize signs and positively engage persons who might be having thoughts of suicide, and connect them with community resources for suicide intervention.It stresses safety in engaging conversations that foster open talk to address suicide.",https://www.sgsocialsupport.com/resource/bwacX3b5mAB,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Register Here,Caring for Life Website,https://www.sgsocialsupport.com/resource/bwacX3b5mAB
Counselling (AWARE),"Our counsellors provide counselling for women.Counselling can improve your overall sense of well-being and improve your quality of life. With your counsellor, you can talk about and work through your personal problems. Our counsellor will help you address your problems by working with you to clarify issues, explore options, develop coping strategies and increase self-awareness.Maintaining strict confidentiality, our professional counsellors have experience in working with women in issues such asCrisis and traumaFamily violenceGrief and LossIntimate partner violenceMarital issuesPsychological issuesSexuality issuesStress managementSexual assault and harassment (find out more at our Sexual Assault Care Centre)Please call the AWARE Helpline at 1800 777 5555 (Mon-Fri, 10 a.m. to 6 p.m.) to speak to a Helpliner if you have a problem or want to find out more about our services. After your call, a staff will reach out in 3 working days to set up an appointment with you. You may also leave a callback request&nbsp;here. We will call you back at a time that suits you.Please noteOur walk-in service has been discontinued.We do not have a walk-in service and we will not be able to see you without an appointment.Our Women’s Care Centre counsellors provide counselling for women above 21 years of age. However, exceptions are made for clients referred by our Sexual Assault Care Centre. Please contact us through SACC to find out more.For external organisations: if you’d like to refer a client for counselling at AWARE, please fill up this online form",https://www.sgsocialsupport.com/resource/kkepA-Lgj4d,No Content Found,Please contact the organisation for more details.,"Cost AWARE aims to provide counselling at a rate that is affordable to all. We use the following fee structure for counselling at both our Women’s Care Centre and Sexual Assault Care Centre: If your monthly salary is $3,000 and above, the fee for each session is 2% of your salary (e.g. if you earn $4,000 per month, your charge will be $80 per session). If you are not working, or your monthly salary is below $3,000, you will be charged a flat fee of $35 per session . Each counselling session is an hour long, by appointment only. Sessions are held at the AWARE Centre or over Zoom, Mon-Fri, from 10 a.m. to 8 p.m. (last appointment at 7 p.m.). All calls and cases are kept strictly confidential.",Please contact the organisation for more details.,AWARE 1800 777 5555 Website,https://www.sgsocialsupport.com/resource/kkepA-Lgj4d
Counselling (Brahm Centre),"Brahm Centre provides both individual and group counselling and psychotherapy services to the general public. All counselling sessions are conducted by trained counsellors who have the experience to deal with an range of issues, including:Anxiety and depressionMarital problemsParenting challengesAddiction managementCaregiver stress",https://www.sgsocialsupport.com/resource/azfEArgZds7,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,"Counselling sessions are by appointment only and will be treated with utmost confidence. Please email info@brahmcentre.com with a summary of your situation and your contact details so you can be matched with a suitable counsellor. The counselling fee is $100 per hour. We also offer subsidised rates based on monthly household income. The rates are shown below: $5,000-$7,999 – $80/hour $4,000-$4,999 – $60/hour $3,000-$3,999 – $40/hour $2,000-$2,999 – $25/hour < $2,000 – $15/hour The subsidy from Agency for Integrated Care, which oversees the counselling support program, will require us to provide them with your personal data. Contact us to make an appointment with a counsellor. Daily (9 am to 7 pm): +65 6655 0000 and +65 8823 0000 (WhatsApp available) Email: assistme@brahmcentre.com","Brahmn Centre + − Leaflet | OneMap © contributors | Singapore Land Authority MacPherson @ Brahm Centre
Blk 55 Pipit Road
#01-01 
S370055 6655 0000 assistme@brahmcentre.com Website",https://www.sgsocialsupport.com/resource/azfEArgZds7
Counselling (Focus on the Family),"We're here to helpWe all need someone to turn to when life gets tough. At Focus on the Family Singapore, we want you to know that you are not alone. Our trusted and dedicated team of counsellors are here to support and help you navigate life's challenging situations in a safe and non-judgmental space.We provide specialised counselling expertise for individuals, couples and families.IndividualsCounselling can help individuals take a significant step towards understanding ourselves. Talk to a trusted help professional to process your emotions and thoughts in a safe environment.",https://www.sgsocialsupport.com/resource/n9gvc5bA7Lv,No Content Found,Please contact the organisation for more details.,"Counselling Rates (excl. Public Holidays) with effect from 25 March 2021 Type of session | Last appointment at | First hour | Charges after the first hour Day from 9:00 am | 5:00pm | $120 | $60 / half hour Evening from 6:00 pm | 7:00pm | $170 | $85 / half hour Note Counselling session duration adheres to the scheduled time slot. After the first hour, additional charges will apply per half hour, based on the rates reflected above. All first-time appointments are subject to advance payment. Subsidies are available for application and subject to approval. For any enquiries, you may call 6491 0700 (Mon-Fri, 9 AM to 6 PM), or check out our FAQs below. Our cancellation policy There will be no refunds for cancellations or no-shows upon confirmation of counselling appointments. Request for rescheduling of appointment must be communicated via email or Whatsapp at least 1 working day before scheduled appointment. A 50% administrative fee of the session rate will apply for the rescheduling of appointments with less than 1 working day's notice.",,"Focus on the Family + − Leaflet | OneMap © contributors | Singapore Land Authority 9 Bishan Place #08-03 Junction 8 Office Tower 
S579837 Monday to Friday, 9am - 6pm (except public holidays)* 6491 0700 Website",https://www.sgsocialsupport.com/resource/n9gvc5bA7Lv
Counselling (Singapore Planned Families Association),"Counsellor: Ivan Tay Kheng WeeMembership: Singapore Association of Counselling (SAC)Specialization: General Counselling AilsQualifications: Masters in Counselling (Swinburne University)Modality: Strength-based Approach, PCT, CBT, SFBT, Breathing &amp; Pacing Strategies, etcPlease contact via WhatsApp +65 9449 0890 to schedule a session.-For Working Adults (Corporate level): $120/session (typically an hour) (Applies to both online and f2f sessions)-Should you require financial subsidies please inform Ivan-Should your organization be interested in Employee Assistance Programme (EAP) please email eap@spfa.org.sg or simply WhatsApp +65 9082 2433",https://www.sgsocialsupport.com/resource/We9ScMQZGzu,No Content Found,Please contact the organisation for more details.,Please contact the organisation for more details.,Please contact the organisation for more details.,"Singapore Planned Families Association Singapore Planned Families Association
Block 3A Holland Close # 01-55 
S272203 9449 0890 enquiry@spfa.org.sg Website",https://www.sgsocialsupport.com/resource/We9ScMQZGzu
Counselling & Psychotherapy (Clarity Singapore),"Clarity Singapore offers assessment and counselling services for a range of psychological problems, including anxiety, depression and stress. Our professional team consists of full-time Counsellors, Psychologists and Associate Psychologists. We also have pro-bono Therapists who are trained to deliver assessment and/or treatment.We serve clients with mild to moderate&nbsp;psychological and emotional difficulties, including:Anxiety DisordersDepressive DisordersObsessive-Compulsive DisordersTraumatic DisordersMaternal Mental Health",https://www.sgsocialsupport.com/resource/5D3E-kzddP9,No Content Found,Please contact the organisation for more details.,$40 per counselling session Request for fee waiver subject to assessment. Customised psycho-education training fees by proposal.,Please contact the organisation for more details.,"Clarity Singapore + − Leaflet | OneMap © contributors | Singapore Land Authority Block 854 Yishun Ring Road, #01-3511
 
S760854 Mon - Fri: 9am - 5.30pm
Sat: By appointment only 6757 7990 Website",https://www.sgsocialsupport.com/resource/5D3E-kzddP9
